gene	chromosome	start	end	mean_log2	stdev_log2	fp_gain_count	fp_loss_count	fp_gain_rate	fp_loss_rate	fp_any_rate	n_samples
bb.chr1.78828070	chr1	78828070	78828190	0.032558	0.138947	0	0	0.000000	0.000000	0.000000	23
bb.chr1.79524150	chr1	79524150	79524270	0.075118	0.174392	0	0	0.000000	0.000000	0.000000	23
bb.chr1.80163411	chr1	80163411	80163531	0.004165	0.221908	1	0	0.043478	0.000000	0.043478	23
bb.chr1.80801780	chr1	80801780	80801900	-0.037127	0.230149	0	2	0.000000	0.086957	0.086957	23
bb.chr1.81802410	chr1	81802410	81802530	0.010702	0.083482	0	0	0.000000	0.000000	0.000000	23
bb.chr1.83490232	chr1	83490232	83490352	-0.000120	0.447008	6	4	0.260870	0.173913	0.434783	23
bb.chr1.84452453	chr1	84452453	84452573	-0.000185	0.065738	0	0	0.000000	0.000000	0.000000	23
bb.chr1.85117419	chr1	85117419	85117539	-0.000579	0.100166	0	0	0.000000	0.000000	0.000000	23
bb.chr1.85814296	chr1	85814296	85814416	-0.105949	0.579762	4	6	0.173913	0.260870	0.434783	23
bb.chr1.86482004	chr1	86482004	86482124	-0.012895	0.135034	0	0	0.000000	0.000000	0.000000	23
bb.chr1.87233815	chr1	87233815	87233935	-0.020095	0.094662	0	0	0.000000	0.000000	0.000000	23
bb.chr1.88505918	chr1	88505918	88506038	-0.161241	0.607684	4	5	0.173913	0.217391	0.391304	23
bb.chr1.89469482	chr1	89469482	89469602	0.010544	0.256494	3	0	0.130435	0.000000	0.130435	23
bb.chr1.90482352	chr1	90482352	90482472	-0.006646	0.121598	0	0	0.000000	0.000000	0.000000	23
bb.chr1.91139874	chr1	91139874	91139994	-0.565697	1.024691	3	8	0.130435	0.347826	0.478261	20
bb.chr1.91815968	chr1	91815968	91816088	0.028772	0.148959	0	0	0.000000	0.000000	0.000000	23
GFI1	chr1	92473041	92486924	0.013563	0.029746	0	0	0.000000	0.000000	0.000000	23
bb.chr1.93845078	chr1	93845078	93845198	-0.027362	0.118790	0	0	0.000000	0.000000	0.000000	23
bb.chr1.95142070	chr1	95142070	95142190	-0.045998	0.140289	0	0	0.000000	0.000000	0.000000	23
bb.chr1.96144718	chr1	96144718	96144838	-0.016249	0.101405	0	0	0.000000	0.000000	0.000000	23
bb.chr1.96819223	chr1	96819223	96819343	-0.039220	0.254710	1	0	0.043478	0.000000	0.043478	23
bb.chr1.97486353	chr1	97486353	97486473	-0.023305	0.274572	2	0	0.086957	0.000000	0.086957	23
bb.chr1.98149458	chr1	98149458	98149578	-0.035985	0.239768	1	1	0.043478	0.043478	0.086957	23
bb.chr1.99123808	chr1	99123808	99123928	0.010788	0.184516	0	0	0.000000	0.000000	0.000000	23
bb.chr1.99811983	chr1	99811983	99812103	-0.031493	0.154988	0	0	0.000000	0.000000	0.000000	23
bb.chr1.100504730	chr1	100504730	100504850	0.055759	0.109683	0	0	0.000000	0.000000	0.000000	23
bb.chr1.101155472	chr1	101155472	101155592	-0.040440	0.200278	0	0	0.000000	0.000000	0.000000	23
bb.chr1.101808332	chr1	101808332	101808452	-0.032336	0.109026	0	0	0.000000	0.000000	0.000000	23
bb.chr1.102853304	chr1	102853304	102853424	0.002916	0.123163	0	0	0.000000	0.000000	0.000000	23
bb.chr1.103505642	chr1	103505642	103505762	-0.080973	0.418158	3	5	0.130435	0.217391	0.347826	23
bb.chr1.104401917	chr1	104401917	104402037	-0.120360	0.595870	5	3	0.217391	0.130435	0.347826	23
bb.chr1.105095739	chr1	105095739	105095859	-0.038842	0.185569	0	0	0.000000	0.000000	0.000000	23
bb.chr1.105763500	chr1	105763500	105763620	-0.024543	0.088608	0	0	0.000000	0.000000	0.000000	23
bb.chr1.106677659	chr1	106677659	106677779			0	0	0.000000	0.000000	0.000000	0
bb.chr1.107393711	chr1	107393711	107393831	-0.057320	0.148351	0	0	0.000000	0.000000	0.000000	23
bb.chr1.108336396	chr1	108336396	108336516			0	0	0.000000	0.000000	0.000000	0
bb.chr1.110049366	chr1	110049366	110049486	-0.010197	0.140716	0	0	0.000000	0.000000	0.000000	23
bb.chr1.110733894	chr1	110733894	110734014	0.005056	0.111673	0	0	0.000000	0.000000	0.000000	23
bb.chr1.111720534	chr1	111720534	111720654	-0.017322	0.098051	0	0	0.000000	0.000000	0.000000	23
bb.chr1.112356054	chr1	112356054	112356174	-0.003890	0.078840	0	0	0.000000	0.000000	0.000000	23
bb.chr1.113057285	chr1	113057285	113057405	-0.015717	0.110220	0	0	0.000000	0.000000	0.000000	23
bb.chr1.113829650	chr1	113829650	113829770	0.043986	0.109131	0	0	0.000000	0.000000	0.000000	23
NRAS	chr1	114704467	114716773	0.019395	0.038847	0	0	0.000000	0.000000	0.000000	23
bb.chr1.114726530	chr1	114726530	114726650	-0.367120	1.119306	5	6	0.217391	0.260870	0.478261	23
bb.chr1.115399293	chr1	115399293	115399413	-0.066316	0.072293	0	0	0.000000	0.000000	0.000000	23
bb.chr1.116397799	chr1	116397799	116397919	-0.034648	0.066313	0	0	0.000000	0.000000	0.000000	23
bb.chr1.117026708	chr1	117026708	117026828	-0.175863	0.794853	4	3	0.173913	0.130435	0.304348	23
bb.chr1.117712376	chr1	117712376	117712496	0.006811	0.213962	0	0	0.000000	0.000000	0.000000	23
bb.chr1.119035154	chr1	119035154	119035274	-0.051554	0.170103	0	0	0.000000	0.000000	0.000000	23
bb.chr1.119699854	chr1	119699854	119699974	-0.229135	0.821945	5	6	0.217391	0.260870	0.478261	23
bb.chr1.121548376	chr1	121548376	121548496	-0.000427	0.255048	0	1	0.000000	0.043478	0.043478	23
bb.chr1.143997796	chr1	143997796	143997915	-0.050563	0.499197	5	7	0.217391	0.304348	0.521739	23
bb.chr1.145879366	chr1	145879366	145879486	-0.054842	0.113346	0	0	0.000000	0.000000	0.000000	23
bb.chr1.147078257	chr1	147078257	147078377	0.054505	0.133038	0	0	0.000000	0.000000	0.000000	23
bb.chr1.147777713	chr1	147777713	147777833	0.063113	0.100226	0	0	0.000000	0.000000	0.000000	23
bb.chr1.149940160	chr1	149940160	149940280	0.028361	0.101259	0	0	0.000000	0.000000	0.000000	23
bb.chr1.150563644	chr1	150563644	150563764	-0.005084	0.088231	0	0	0.000000	0.000000	0.000000	23
bb.chr1.151291246	chr1	151291246	151291366	0.037084	0.080270	0	0	0.000000	0.000000	0.000000	23
bb.chr1.151980349	chr1	151980349	151980469	-0.022986	0.097569	0	0	0.000000	0.000000	0.000000	23
bb.chr1.152617651	chr1	152617651	152617771	-0.008220	0.099171	0	0	0.000000	0.000000	0.000000	23
bb.chr1.153262512	chr1	153262512	153262632	0.015113	0.085308	0	0	0.000000	0.000000	0.000000	23
bb.chr1.154272976	chr1	154272976	154273096	0.021466	0.095644	0	0	0.000000	0.000000	0.000000	23
bb.chr1.155288901	chr1	155288901	155289021	-0.014577	0.115377	0	0	0.000000	0.000000	0.000000	23
RIT1	chr1	155897806	155911354	0.007580	0.033067	0	0	0.000000	0.000000	0.000000	23
bb.chr1.156246048	chr1	156246048	156246168	-0.020045	0.184252	1	0	0.043478	0.000000	0.043478	23
bb.chr1.157587851	chr1	157587851	157587971	-0.235681	0.994123	7	6	0.304348	0.260870	0.565217	23
bb.chr1.158196981	chr1	158196981	158197101	-0.107580	0.607017	5	5	0.217391	0.217391	0.434783	23
bb.chr1.158849474	chr1	158849474	158849594	-0.014036	0.180136	0	0	0.000000	0.000000	0.000000	23
bb.chr1.159683089	chr1	159683089	159683209	-0.038267	0.134863	0	0	0.000000	0.000000	0.000000	23
bb.chr1.160295665	chr1	160295665	160295785	0.063847	0.124686	0	0	0.000000	0.000000	0.000000	23
bb.chr1.161269293	chr1	161269293	161269413	-0.015925	0.161753	0	0	0.000000	0.000000	0.000000	23
bb.chr1.161993757	chr1	161993757	161993877	-0.073298	0.108652	0	0	0.000000	0.000000	0.000000	23
bb.chr1.162622852	chr1	162622852	162622972	-0.007060	0.097110	0	0	0.000000	0.000000	0.000000	23
bb.chr1.163319721	chr1	163319721	163319841	-0.021509	0.192384	0	0	0.000000	0.000000	0.000000	23
bb.chr1.163940959	chr1	163940959	163941079	-0.152859	0.883174	7	5	0.304348	0.217391	0.521739	23
bb.chr1.164935276	chr1	164935276	164935396	0.004442	0.103454	0	0	0.000000	0.000000	0.000000	23
bb.chr1.165998123	chr1	165998123	165998243	0.019181	0.097239	0	0	0.000000	0.000000	0.000000	23
bb.chr1.166930510	chr1	166930510	166930630	-0.026362	0.256817	1	0	0.043478	0.000000	0.043478	23
bb.chr1.167600433	chr1	167600433	167600553	0.003603	0.115959	0	0	0.000000	0.000000	0.000000	23
bb.chr1.168261033	chr1	168261033	168261153	0.041764	0.182887	1	0	0.043478	0.000000	0.043478	23
bb.chr1.169124100	chr1	169124100	169124220	0.031550	0.105633	0	0	0.000000	0.000000	0.000000	23
bb.chr1.170262398	chr1	170262398	170262518	-0.011581	0.118598	0	0	0.000000	0.000000	0.000000	23
bb.chr1.171249756	chr1	171249756	171249876	0.040383	0.116525	0	0	0.000000	0.000000	0.000000	23
bb.chr1.172638749	chr1	172638749	172638869	-0.021820	0.097712	0	0	0.000000	0.000000	0.000000	23
bb.chr1.173254664	chr1	173254664	173254784	-0.022569	0.169868	0	0	0.000000	0.000000	0.000000	23
bb.chr1.173863574	chr1	173863574	173863694	-0.033009	0.089290	0	0	0.000000	0.000000	0.000000	23
bb.chr1.175624885	chr1	175624885	175625005	-0.005551	0.081728	0	0	0.000000	0.000000	0.000000	23
bb.chr1.176442425	chr1	176442425	176442545	-0.030435	0.106308	0	0	0.000000	0.000000	0.000000	23
bb.chr1.177267192	chr1	177267192	177267312	-0.033450	0.082578	0	0	0.000000	0.000000	0.000000	23
bb.chr1.178621199	chr1	178621199	178621319	-0.025641	0.093018	0	0	0.000000	0.000000	0.000000	23
bb.chr1.179553026	chr1	179553026	179553146			0	0	0.000000	0.000000	0.000000	0
bb.chr1.180927734	chr1	180927734	180927854	-0.029348	0.115154	0	0	0.000000	0.000000	0.000000	23
bb.chr1.181580351	chr1	181580351	181580471	0.011301	0.078309	0	0	0.000000	0.000000	0.000000	23
bb.chr1.182611962	chr1	182611962	182612082	0.003482	0.109503	0	0	0.000000	0.000000	0.000000	23
bb.chr1.183609659	chr1	183609659	183609779	-0.028641	0.126166	0	0	0.000000	0.000000	0.000000	23
bb.chr1.184555617	chr1	184555617	184555737	-0.009294	0.161145	0	0	0.000000	0.000000	0.000000	23
bb.chr1.185250488	chr1	185250488	185250608	0.017968	0.081812	0	0	0.000000	0.000000	0.000000	23
bb.chr1.187307287	chr1	187307287	187307407	-0.004133	0.124270	0	0	0.000000	0.000000	0.000000	23
bb.chr1.188250703	chr1	188250703	188250823	-0.103196	0.493146	2	4	0.086957	0.173913	0.260870	23
bb.chr1.188974535	chr1	188974535	188974655	-0.914625	1.603199	2	3	0.086957	0.130435	0.217391	10
BRINP3	chr1	190097656	190477863	0.005523	0.054844	0	0	0.000000	0.000000	0.000000	23
bb.chr1.190215034	chr1	190215034	190215154	-0.065308	0.739340	9	7	0.391304	0.304348	0.695652	23
bb.chr1.190893887	chr1	190893887	190894007			0	0	0.000000	0.000000	0.000000	0
bb.chr1.191593967	chr1	191593967	191594087	-0.646700	1.703181	5	7	0.217391	0.304348	0.521739	16
bb.chr1.192592355	chr1	192592355	192592475			0	0	0.000000	0.000000	0.000000	0
bb.chr1.193469585	chr1	193469585	193469705	-0.055122	0.122159	0	0	0.000000	0.000000	0.000000	23
bb.chr1.194513114	chr1	194513114	194513234	-0.056260	0.064543	0	0	0.000000	0.000000	0.000000	23
bb.chr1.195248961	chr1	195248961	195249081	-0.203557	0.786908	5	7	0.217391	0.304348	0.521739	23
bb.chr1.196713156	chr1	196713156	196713276	-0.033950	0.389642	4	2	0.173913	0.086957	0.260870	23
bb.chr1.198126443	chr1	198126443	198126563	0.009995	0.137393	0	0	0.000000	0.000000	0.000000	23
bb.chr1.199244170	chr1	199244170	199244290			0	0	0.000000	0.000000	0.000000	0
bb.chr1.200233043	chr1	200233043	200233163	0.042587	0.113422	0	0	0.000000	0.000000	0.000000	23
bb.chr1.201253794	chr1	201253794	201253914	0.012220	0.099801	0	0	0.000000	0.000000	0.000000	23
bb.chr1.202208947	chr1	202208947	202209067	-0.001392	0.124064	0	0	0.000000	0.000000	0.000000	23
UBE2T	chr1	202331655	202341947	-0.026190	0.035307	0	0	0.000000	0.000000	0.000000	23
bb.chr1.203601619	chr1	203601619	203601739	-0.042047	0.090354	0	0	0.000000	0.000000	0.000000	23
bb.chr1.204244424	chr1	204244424	204244544	0.011082	0.070867	0	0	0.000000	0.000000	0.000000	23
bb.chr1.204915648	chr1	204915648	204915768	-0.014763	0.247896	0	0	0.000000	0.000000	0.000000	23
bb.chr1.206224328	chr1	206224328	206224448	0.002126	0.110503	0	0	0.000000	0.000000	0.000000	23
bb.chr1.206705717	chr1	206705717	206705837	-0.052173	0.093159	0	0	0.000000	0.000000	0.000000	23
bb.chr1.207375221	chr1	207375221	207375341	-0.002870	0.097320	0	0	0.000000	0.000000	0.000000	23
bb.chr1.208065771	chr1	208065771	208065891	-0.028251	0.093967	0	0	0.000000	0.000000	0.000000	23
bb.chr1.209035760	chr1	209035760	209035880	-0.017383	0.085107	0	0	0.000000	0.000000	0.000000	23
bb.chr1.209659942	chr1	209659942	209660062	-0.026200	0.151644	0	0	0.000000	0.000000	0.000000	23
bb.chr1.210381583	chr1	210381583	210381703	-0.035378	0.166694	0	0	0.000000	0.000000	0.000000	23
bb.chr1.211371942	chr1	211371942	211372062	-0.056851	0.152595	0	0	0.000000	0.000000	0.000000	23
bb.chr1.212365940	chr1	212365940	212366060	0.022548	0.120966	0	0	0.000000	0.000000	0.000000	23
bb.chr1.213036899	chr1	213036899	213037019	-0.025213	0.174430	0	0	0.000000	0.000000	0.000000	23
bb.chr1.213982762	chr1	213982762	213982882	-0.017923	0.171181	0	0	0.000000	0.000000	0.000000	23
bb.chr1.215301503	chr1	215301503	215301623	-0.030293	0.072665	0	0	0.000000	0.000000	0.000000	23
bb.chr1.216500914	chr1	216500914	216501034	-0.065358	0.125694	0	0	0.000000	0.000000	0.000000	23
bb.chr1.217798578	chr1	217798578	217798698	-0.000379	0.093874	0	0	0.000000	0.000000	0.000000	23
bb.chr1.218685332	chr1	218685332	218685452	0.122758	0.168832	2	0	0.086957	0.000000	0.086957	23
bb.chr1.219385055	chr1	219385055	219385175	-0.043722	0.155899	0	0	0.000000	0.000000	0.000000	23
bb.chr1.219991760	chr1	219991760	219991880	-0.036006	0.237325	1	0	0.043478	0.000000	0.043478	23
bb.chr1.221030661	chr1	221030661	221030781	-0.057410	0.217444	0	0	0.000000	0.000000	0.000000	23
bb.chr1.221692916	chr1	221692916	221693036	-0.024990	0.119678	0	0	0.000000	0.000000	0.000000	23
bb.chr1.222742747	chr1	222742747	222742867	0.005993	0.151735	0	0	0.000000	0.000000	0.000000	23
bb.chr1.223344744	chr1	223344744	223344864	-0.027236	0.065963	0	0	0.000000	0.000000	0.000000	23
bb.chr1.224175608	chr1	224175608	224175728	-0.041965	0.122576	0	0	0.000000	0.000000	0.000000	23
bb.chr1.225689947	chr1	225689947	225690067	0.010660	0.107317	0	0	0.000000	0.000000	0.000000	23
bb.chr1.226484256	chr1	226484256	226484376	0.089353	0.120925	0	0	0.000000	0.000000	0.000000	23
bb.chr1.228348796	chr1	228348796	228348916	-0.006405	0.078112	0	0	0.000000	0.000000	0.000000	23
bb.chr1.229065160	chr1	229065160	229065280	-0.020344	0.075111	0	0	0.000000	0.000000	0.000000	23
bb.chr1.229715604	chr1	229715604	229715724	-0.011041	0.111632	0	0	0.000000	0.000000	0.000000	23
bb.chr1.230716310	chr1	230716310	230716430	-0.013466	0.079836	0	0	0.000000	0.000000	0.000000	23
EGLN1	chr1	231363754	231422286	0.017954	0.051443	0	0	0.000000	0.000000	0.000000	23
bb.chr1.231400074	chr1	231400074	231400194	0.144703	0.436377	8	1	0.347826	0.043478	0.391304	23
bb.chr1.232392152	chr1	232392152	232392272	-0.331719	0.990006	5	4	0.217391	0.173913	0.391304	23
bb.chr1.233087017	chr1	233087017	233087137	-0.030509	0.077694	0	0	0.000000	0.000000	0.000000	23
bb.chr1.234028245	chr1	234028245	234028365	0.122218	0.098913	0	0	0.000000	0.000000	0.000000	23
bb.chr1.234726061	chr1	234726061	234726181	-0.009003	0.076222	0	0	0.000000	0.000000	0.000000	23
bb.chr1.235457658	chr1	235457658	235457778	-0.050353	0.335337	0	2	0.000000	0.086957	0.086957	23
bb.chr1.236410907	chr1	236410907	236411027	0.015017	0.099405	0	0	0.000000	0.000000	0.000000	23
bb.chr1.237307721	chr1	237307721	237307841	0.054525	0.145835	1	0	0.043478	0.000000	0.043478	23
bb.chr1.238300491	chr1	238300491	238300611			0	0	0.000000	0.000000	0.000000	0
bb.chr1.239052497	chr1	239052497	239052617	-0.053345	0.286003	1	1	0.043478	0.043478	0.086957	23
bb.chr1.240361220	chr1	240361220	240361340	0.046882	0.096864	0	0	0.000000	0.000000	0.000000	23
bb.chr1.241015584	chr1	241015584	241015704			0	0	0.000000	0.000000	0.000000	0
bb.chr1.241701354	chr1	241701354	241701474	0.004078	0.263155	0	0	0.000000	0.000000	0.000000	23
bb.chr1.242383011	chr1	242383011	242383131	-0.010247	0.096023	0	0	0.000000	0.000000	0.000000	23
bb.chr1.243159250	chr1	243159250	243159370	-0.462537	1.099113	4	10	0.173913	0.434783	0.608696	14
bb.chr1.244728310	chr1	244728310	244728430	0.069103	0.081105	0	0	0.000000	0.000000	0.000000	23
bb.chr1.245386600	chr1	245386600	245386720	0.017040	0.102456	0	0	0.000000	0.000000	0.000000	23
bb.chr1.246947700	chr1	246947700	246947820	-0.039047	0.165499	0	0	0.000000	0.000000	0.000000	23
bb.chr1.248360900	chr1	248360900	248361020	-0.022039	0.102046	0	0	0.000000	0.000000	0.000000	23
bb.chr2.615950	chr2	615950	616070	0.136964	0.073382	0	0	0.000000	0.000000	0.000000	23
