gene	chromosome	start	end	mean_log2	stdev_log2	fp_gain_count	fp_loss_count	fp_gain_rate	fp_loss_rate	fp_any_rate	n_samples
bb.chr1.18325392	chr1	18325392	18325512	-0.019857	0.084804	0	0	0.000000	0.000000	0.000000	8
bb.chr1.19004939	chr1	19004939	19005059	-0.018825	0.061371	0	0	0.000000	0.000000	0.000000	8
bb.chr1.20305614	chr1	20305614	20305734	-0.001219	0.069326	0	0	0.000000	0.000000	0.000000	8
bb.chr1.21345632	chr1	21345632	21345752	-0.009583	0.153750	0	0	0.000000	0.000000	0.000000	8
bb.chr1.22325948	chr1	22325948	22326068	0.029174	0.063260	0	0	0.000000	0.000000	0.000000	8
bb.chr1.22983932	chr1	22983932	22984052	0.053478	0.050685	0	0	0.000000	0.000000	0.000000	8
bb.chr1.23646059	chr1	23646059	23646179	0.000169	0.048217	0	0	0.000000	0.000000	0.000000	8
bb.chr1.24308620	chr1	24308620	24308740	-0.052107	0.069230	0	0	0.000000	0.000000	0.000000	8
bb.chr1.24982708	chr1	24982708	24982828	0.024792	0.077869	0	0	0.000000	0.000000	0.000000	8
bb.chr1.26168335	chr1	26168335	26168455	-0.033838	0.079007	0	0	0.000000	0.000000	0.000000	8
ARID1A	chr1	26696025	26782103	0.000454	0.032579	0	0	0.000000	0.000000	0.000000	8
bb.chr1.27885079	chr1	27885079	27885199	-0.018578	0.035955	0	0	0.000000	0.000000	0.000000	8
bb.chr1.29118942	chr1	29118942	29119062	0.005075	0.084131	0	0	0.000000	0.000000	0.000000	8
bb.chr1.29811183	chr1	29811183	29811303	0.026097	0.098577	0	0	0.000000	0.000000	0.000000	8
bb.chr1.30515623	chr1	30515623	30515743	-0.023387	0.150080	0	0	0.000000	0.000000	0.000000	8
bb.chr1.31236307	chr1	31236307	31236427	0.013572	0.061167	0	0	0.000000	0.000000	0.000000	8
bb.chr1.31848639	chr1	31848639	31848759	-0.003979	0.091872	0	0	0.000000	0.000000	0.000000	8
bb.chr1.32733706	chr1	32733706	32733826	0.009257	0.050002	0	0	0.000000	0.000000	0.000000	8
bb.chr1.33848750	chr1	33848750	33848870	-0.017488	0.056726	0	0	0.000000	0.000000	0.000000	8
bb.chr1.34523293	chr1	34523293	34523413	-0.014587	0.045015	0	0	0.000000	0.000000	0.000000	8
bb.chr1.36150676	chr1	36150676	36150796	0.000050	0.066265	0	0	0.000000	0.000000	0.000000	8
CSF3R	chr1	36466041	36482922	-0.008367	0.042603	0	0	0.000000	0.000000	0.000000	8
bb.chr1.37047842	chr1	37047842	37047962	-0.022264	0.358795	1	0	0.125000	0.000000	0.125000	8
bb.chr1.37762525	chr1	37762525	37762645	-0.020700	0.081795	0	0	0.000000	0.000000	0.000000	8
bb.chr1.38495305	chr1	38495305	38495425	-0.005758	0.066501	0	0	0.000000	0.000000	0.000000	8
bb.chr1.39453502	chr1	39453502	39453622	0.003657	0.073237	0	0	0.000000	0.000000	0.000000	8
bb.chr1.40075417	chr1	40075417	40075537	0.005116	0.190035	0	0	0.000000	0.000000	0.000000	8
bb.chr1.40987721	chr1	40987721	40987841	0.031684	0.088000	0	0	0.000000	0.000000	0.000000	8
bb.chr1.41865448	chr1	41865448	41865568	-0.002566	0.080496	0	0	0.000000	0.000000	0.000000	8
bb.chr1.42843652	chr1	42843652	42843772	0.064437	0.064812	0	0	0.000000	0.000000	0.000000	8
MPL	chr1	43337811	43354465	-0.009451	0.031725	0	0	0.000000	0.000000	0.000000	8
bb.chr1.43787284	chr1	43787284	43787404	0.020813	0.076756	0	0	0.000000	0.000000	0.000000	8
bb.chr1.44540268	chr1	44540268	44540388	-0.012705	0.075503	0	0	0.000000	0.000000	0.000000	8
bb.chr1.45508196	chr1	45508196	45508316	-0.004506	0.047824	0	0	0.000000	0.000000	0.000000	8
bb.chr1.46163921	chr1	46163921	46164041	0.026414	0.065791	0	0	0.000000	0.000000	0.000000	8
bb.chr1.47180263	chr1	47180263	47180383	0.022935	0.075141	0	0	0.000000	0.000000	0.000000	8
bb.chr1.47852957	chr1	47852957	47853077	-0.052403	0.236874	0	0	0.000000	0.000000	0.000000	8
bb.chr1.48531147	chr1	48531147	48531267	0.013481	0.088106	0	0	0.000000	0.000000	0.000000	8
bb.chr1.50178904	chr1	50178904	50179024	-0.016825	0.070159	0	0	0.000000	0.000000	0.000000	8
bb.chr1.52785183	chr1	52785183	52785303	-0.023778	0.081160	0	0	0.000000	0.000000	0.000000	8
bb.chr1.53538015	chr1	53538015	53538135	0.001991	0.086219	0	0	0.000000	0.000000	0.000000	8
bb.chr1.54190918	chr1	54190918	54191038	0.026239	0.094057	0	0	0.000000	0.000000	0.000000	8
bb.chr1.55206597	chr1	55206597	55206717	-0.024324	0.131599	0	0	0.000000	0.000000	0.000000	8
bb.chr1.55826229	chr1	55826229	55826349	0.031535	0.087662	0	0	0.000000	0.000000	0.000000	8
bb.chr1.56496024	chr1	56496024	56496144	-0.012658	0.056656	0	0	0.000000	0.000000	0.000000	8
bb.chr1.57205930	chr1	57205930	57206050	-0.369420	0.822859	0	2	0.000000	0.250000	0.250000	8
bb.chr1.57829032	chr1	57829032	57829152	-0.067344	0.302244	0	1	0.000000	0.125000	0.125000	8
bb.chr1.58460464	chr1	58460464	58460584	-0.000416	0.082377	0	0	0.000000	0.000000	0.000000	8
bb.chr1.59485973	chr1	59485973	59486093	0.005334	0.070167	0	0	0.000000	0.000000	0.000000	8
bb.chr1.60476632	chr1	60476632	60476752	-0.011689	0.121751	0	0	0.000000	0.000000	0.000000	8
bb.chr1.61810166	chr1	61810166	61810286	0.095396	0.106484	0	0	0.000000	0.000000	0.000000	8
bb.chr1.62840501	chr1	62840501	62840621	-0.044718	0.116833	0	0	0.000000	0.000000	0.000000	8
bb.chr1.63652512	chr1	63652512	63652632	-0.010923	0.075530	0	0	0.000000	0.000000	0.000000	8
bb.chr1.64437752	chr1	64437752	64437872	-0.024053	0.085969	0	0	0.000000	0.000000	0.000000	8
bb.chr1.65197238	chr1	65197238	65197358	-0.081989	0.238088	0	0	0.000000	0.000000	0.000000	8
bb.chr1.66153835	chr1	66153835	66153955	-0.002307	0.067276	0	0	0.000000	0.000000	0.000000	8
bb.chr1.66826735	chr1	66826735	66826855	-0.036616	0.134552	0	0	0.000000	0.000000	0.000000	8
bb.chr1.67833548	chr1	67833548	67833668	0.007921	0.090368	0	0	0.000000	0.000000	0.000000	8
bb.chr1.68435114	chr1	68435114	68435234	-0.064358	0.209349	0	0	0.000000	0.000000	0.000000	8
bb.chr1.69148839	chr1	69148839	69148959	-0.008616	0.065085	0	0	0.000000	0.000000	0.000000	8
bb.chr1.70130792	chr1	70130792	70130912	0.016641	0.058126	0	0	0.000000	0.000000	0.000000	8
bb.chr1.70790764	chr1	70790764	70790884	0.004255	0.046674	0	0	0.000000	0.000000	0.000000	8
bb.chr1.71491517	chr1	71491517	71491637	0.015616	0.066653	0	0	0.000000	0.000000	0.000000	8
bb.chr1.72125122	chr1	72125122	72125242	-0.094309	0.397019	0	2	0.000000	0.250000	0.250000	8
bb.chr1.73891356	chr1	73891356	73891476	-0.000871	0.145300	0	0	0.000000	0.000000	0.000000	8
bb.chr1.74561648	chr1	74561648	74561768	0.040115	0.054489	0	0	0.000000	0.000000	0.000000	8
bb.chr1.75552566	chr1	75552566	75552686	0.002480	0.057676	0	0	0.000000	0.000000	0.000000	8
bb.chr1.76318891	chr1	76318891	76319011	0.008496	0.082797	0	0	0.000000	0.000000	0.000000	8
bb.chr1.77082086	chr1	77082086	77082206	-0.000629	0.098005	0	0	0.000000	0.000000	0.000000	8
bb.chr1.78068141	chr1	78068141	78068261	-0.003009	0.131097	0	0	0.000000	0.000000	0.000000	8
bb.chr1.78828070	chr1	78828070	78828190	-0.009449	0.124574	0	0	0.000000	0.000000	0.000000	8
bb.chr1.79524150	chr1	79524150	79524270	-0.023657	0.080691	0	0	0.000000	0.000000	0.000000	8
bb.chr1.80163411	chr1	80163411	80163531	-0.016331	0.091806	0	0	0.000000	0.000000	0.000000	8
bb.chr1.80801780	chr1	80801780	80801900	-0.037310	0.115442	0	0	0.000000	0.000000	0.000000	8
bb.chr1.81802410	chr1	81802410	81802530	0.043735	0.079790	0	0	0.000000	0.000000	0.000000	8
bb.chr1.83490232	chr1	83490232	83490352	-0.046284	0.196630	0	0	0.000000	0.000000	0.000000	8
bb.chr1.84452453	chr1	84452453	84452573	0.038071	0.076162	0	0	0.000000	0.000000	0.000000	8
bb.chr1.85117419	chr1	85117419	85117539	-0.007543	0.095960	0	0	0.000000	0.000000	0.000000	8
bb.chr1.85814296	chr1	85814296	85814416	-0.008738	0.269463	1	0	0.125000	0.000000	0.125000	8
bb.chr1.86482004	chr1	86482004	86482124	0.060043	0.079031	0	0	0.000000	0.000000	0.000000	8
bb.chr1.87233815	chr1	87233815	87233935	-0.016752	0.082824	0	0	0.000000	0.000000	0.000000	8
bb.chr1.88505918	chr1	88505918	88506038	-0.072180	0.202187	0	0	0.000000	0.000000	0.000000	8
bb.chr1.89469482	chr1	89469482	89469602	0.029667	0.064842	0	0	0.000000	0.000000	0.000000	8
bb.chr1.90482352	chr1	90482352	90482472	0.011439	0.090912	0	0	0.000000	0.000000	0.000000	8
bb.chr1.91139874	chr1	91139874	91139994	-0.018805	0.385420	3	0	0.375000	0.000000	0.375000	8
bb.chr1.91815968	chr1	91815968	91816088	-0.001361	0.072773	0	0	0.000000	0.000000	0.000000	8
GFI1	chr1	92473041	92486924	-0.028391	0.029570	0	0	0.000000	0.000000	0.000000	8
bb.chr1.93845078	chr1	93845078	93845198	0.006409	0.065224	0	0	0.000000	0.000000	0.000000	8
bb.chr1.95142070	chr1	95142070	95142190	0.022492	0.083506	0	0	0.000000	0.000000	0.000000	8
bb.chr1.96144718	chr1	96144718	96144838	0.030249	0.052488	0	0	0.000000	0.000000	0.000000	8
bb.chr1.96819223	chr1	96819223	96819343	0.040105	0.112429	0	0	0.000000	0.000000	0.000000	8
bb.chr1.97486353	chr1	97486353	97486473	-0.048795	0.130052	0	0	0.000000	0.000000	0.000000	8
bb.chr1.98149458	chr1	98149458	98149578	0.016660	0.111801	0	0	0.000000	0.000000	0.000000	8
bb.chr1.99123808	chr1	99123808	99123928	0.016547	0.082223	0	0	0.000000	0.000000	0.000000	8
bb.chr1.99811983	chr1	99811983	99812103	0.007478	0.044735	0	0	0.000000	0.000000	0.000000	8
bb.chr1.100504730	chr1	100504730	100504850	0.023666	0.095967	0	0	0.000000	0.000000	0.000000	8
bb.chr1.101155472	chr1	101155472	101155592	-0.026523	0.139180	0	0	0.000000	0.000000	0.000000	8
bb.chr1.101808332	chr1	101808332	101808452	0.018367	0.107880	0	0	0.000000	0.000000	0.000000	8
bb.chr1.102853304	chr1	102853304	102853424	0.027541	0.082291	0	0	0.000000	0.000000	0.000000	8
bb.chr1.103505642	chr1	103505642	103505762	-0.040884	0.153757	0	0	0.000000	0.000000	0.000000	8
bb.chr1.104401917	chr1	104401917	104402037	0.030248	0.105267	0	0	0.000000	0.000000	0.000000	8
bb.chr1.105095739	chr1	105095739	105095859	0.001536	0.081922	0	0	0.000000	0.000000	0.000000	8
bb.chr1.105763500	chr1	105763500	105763620	0.015652	0.095841	0	0	0.000000	0.000000	0.000000	8
bb.chr1.106677659	chr1	106677659	106677779	-0.025901	0.188799	0	0	0.000000	0.000000	0.000000	8
bb.chr1.107393711	chr1	107393711	107393831	-0.000654	0.115874	0	0	0.000000	0.000000	0.000000	8
bb.chr1.108336396	chr1	108336396	108336516	-0.452781	1.174718	2	3	0.250000	0.375000	0.625000	5
bb.chr1.110049366	chr1	110049366	110049486	-0.017561	0.062496	0	0	0.000000	0.000000	0.000000	8
bb.chr1.110733894	chr1	110733894	110734014	-0.006873	0.087068	0	0	0.000000	0.000000	0.000000	8
bb.chr1.111720534	chr1	111720534	111720654	0.016959	0.083989	0	0	0.000000	0.000000	0.000000	8
bb.chr1.112356054	chr1	112356054	112356174	0.009280	0.050215	0	0	0.000000	0.000000	0.000000	8
bb.chr1.113057285	chr1	113057285	113057405	-0.003756	0.055865	0	0	0.000000	0.000000	0.000000	8
bb.chr1.113829650	chr1	113829650	113829770	0.007481	0.080100	0	0	0.000000	0.000000	0.000000	8
NRAS	chr1	114704467	114716773	0.009567	0.017400	0	0	0.000000	0.000000	0.000000	8
bb.chr1.114726530	chr1	114726530	114726650	-0.062020	0.205147	0	0	0.000000	0.000000	0.000000	8
bb.chr1.115399293	chr1	115399293	115399413	0.002137	0.084268	0	0	0.000000	0.000000	0.000000	8
bb.chr1.116397799	chr1	116397799	116397919	-0.001007	0.065387	0	0	0.000000	0.000000	0.000000	8
bb.chr1.117026708	chr1	117026708	117026828	-0.060002	0.272640	0	1	0.000000	0.125000	0.125000	8
bb.chr1.117712376	chr1	117712376	117712496	0.039096	0.108566	0	0	0.000000	0.000000	0.000000	8
bb.chr1.119035154	chr1	119035154	119035274	-0.015714	0.103333	0	0	0.000000	0.000000	0.000000	8
bb.chr1.119699854	chr1	119699854	119699974	-0.043578	0.280814	0	1	0.000000	0.125000	0.125000	8
bb.chr1.121548376	chr1	121548376	121548496	-0.023218	0.103753	0	0	0.000000	0.000000	0.000000	8
bb.chr1.143997796	chr1	143997796	143997915	-0.017164	0.405969	1	1	0.125000	0.125000	0.250000	8
bb.chr1.145879366	chr1	145879366	145879486	-0.019058	0.115032	0	0	0.000000	0.000000	0.000000	8
bb.chr1.147078257	chr1	147078257	147078377	0.000504	0.060836	0	0	0.000000	0.000000	0.000000	8
bb.chr1.147777713	chr1	147777713	147777833	0.035555	0.089724	0	0	0.000000	0.000000	0.000000	8
bb.chr1.149940160	chr1	149940160	149940280	0.028433	0.046150	0	0	0.000000	0.000000	0.000000	8
bb.chr1.150563644	chr1	150563644	150563764	-0.000548	0.060995	0	0	0.000000	0.000000	0.000000	8
bb.chr1.151291246	chr1	151291246	151291366	0.025448	0.065348	0	0	0.000000	0.000000	0.000000	8
bb.chr1.151980349	chr1	151980349	151980469	-0.000636	0.072717	0	0	0.000000	0.000000	0.000000	8
bb.chr1.152617651	chr1	152617651	152617771	-0.001755	0.072758	0	0	0.000000	0.000000	0.000000	8
bb.chr1.153262512	chr1	153262512	153262632	-0.003844	0.070015	0	0	0.000000	0.000000	0.000000	8
bb.chr1.154272976	chr1	154272976	154273096	-0.017860	0.059523	0	0	0.000000	0.000000	0.000000	8
bb.chr1.155288901	chr1	155288901	155289021	0.031573	0.065284	0	0	0.000000	0.000000	0.000000	8
RIT1	chr1	155897806	155911354	0.005908	0.031128	0	0	0.000000	0.000000	0.000000	8
bb.chr1.156246048	chr1	156246048	156246168	-0.006727	0.174334	0	0	0.000000	0.000000	0.000000	8
bb.chr1.157587851	chr1	157587851	157587971	-0.000310	0.195457	0	0	0.000000	0.000000	0.000000	8
bb.chr1.158196981	chr1	158196981	158197101	-0.030201	0.235292	0	0	0.000000	0.000000	0.000000	8
bb.chr1.158849474	chr1	158849474	158849594	0.004478	0.103373	0	0	0.000000	0.000000	0.000000	8
bb.chr1.159683089	chr1	159683089	159683209	-0.011223	0.050089	0	0	0.000000	0.000000	0.000000	8
bb.chr1.160295665	chr1	160295665	160295785	0.019797	0.076828	0	0	0.000000	0.000000	0.000000	8
bb.chr1.161269293	chr1	161269293	161269413	0.019074	0.031664	0	0	0.000000	0.000000	0.000000	8
bb.chr1.161993757	chr1	161993757	161993877	0.005440	0.033612	0	0	0.000000	0.000000	0.000000	8
bb.chr1.162622852	chr1	162622852	162622972	-0.015765	0.099222	0	0	0.000000	0.000000	0.000000	8
bb.chr1.163319721	chr1	163319721	163319841	-0.040371	0.086961	0	0	0.000000	0.000000	0.000000	8
bb.chr1.163940959	chr1	163940959	163941079	-0.091458	0.277007	0	0	0.000000	0.000000	0.000000	8
bb.chr1.164935276	chr1	164935276	164935396	-0.001930	0.095661	0	0	0.000000	0.000000	0.000000	8
bb.chr1.165998123	chr1	165998123	165998243	-0.000353	0.058247	0	0	0.000000	0.000000	0.000000	8
bb.chr1.166930510	chr1	166930510	166930630	-0.054859	0.264900	0	0	0.000000	0.000000	0.000000	8
bb.chr1.167600433	chr1	167600433	167600553	-0.000194	0.111518	0	0	0.000000	0.000000	0.000000	8
bb.chr1.168261033	chr1	168261033	168261153	-0.012912	0.106853	0	0	0.000000	0.000000	0.000000	8
bb.chr1.169124100	chr1	169124100	169124220	0.009109	0.067425	0	0	0.000000	0.000000	0.000000	8
bb.chr1.170262398	chr1	170262398	170262518	0.022394	0.076584	0	0	0.000000	0.000000	0.000000	8
bb.chr1.171249756	chr1	171249756	171249876	0.019987	0.087663	0	0	0.000000	0.000000	0.000000	8
bb.chr1.172638749	chr1	172638749	172638869	0.002576	0.079292	0	0	0.000000	0.000000	0.000000	8
bb.chr1.173254664	chr1	173254664	173254784	-0.006242	0.144145	0	0	0.000000	0.000000	0.000000	8
bb.chr1.173863574	chr1	173863574	173863694	-0.025358	0.109781	0	0	0.000000	0.000000	0.000000	8
bb.chr1.175624885	chr1	175624885	175625005	-0.007170	0.094715	0	0	0.000000	0.000000	0.000000	8
bb.chr1.176442425	chr1	176442425	176442545	0.006769	0.072399	0	0	0.000000	0.000000	0.000000	8
bb.chr1.177267192	chr1	177267192	177267312	-0.006603	0.059917	0	0	0.000000	0.000000	0.000000	8
bb.chr1.178621199	chr1	178621199	178621319	0.004185	0.050996	0	0	0.000000	0.000000	0.000000	8
bb.chr1.179553026	chr1	179553026	179553146	-0.095126	0.348074	0	1	0.000000	0.125000	0.125000	8
bb.chr1.180927734	chr1	180927734	180927854	-0.013701	0.062551	0	0	0.000000	0.000000	0.000000	8
bb.chr1.181580351	chr1	181580351	181580471	0.036157	0.070485	0	0	0.000000	0.000000	0.000000	8
bb.chr1.182611962	chr1	182611962	182612082	0.036265	0.078307	0	0	0.000000	0.000000	0.000000	8
bb.chr1.183609659	chr1	183609659	183609779	0.000150	0.033869	0	0	0.000000	0.000000	0.000000	8
bb.chr1.184555617	chr1	184555617	184555737	-0.020148	0.084362	0	0	0.000000	0.000000	0.000000	8
bb.chr1.185250488	chr1	185250488	185250608	0.008001	0.084657	0	0	0.000000	0.000000	0.000000	8
bb.chr1.187307287	chr1	187307287	187307407	-0.003894	0.071727	0	0	0.000000	0.000000	0.000000	8
bb.chr1.188250703	chr1	188250703	188250823	-0.020737	0.139443	0	0	0.000000	0.000000	0.000000	8
bb.chr1.188974535	chr1	188974535	188974655	-0.075615	0.233072	0	1	0.000000	0.125000	0.125000	8
BRINP3	chr1	190097656	190477863	0.000391	0.027914	0	0	0.000000	0.000000	0.000000	8
bb.chr1.190215034	chr1	190215034	190215154	-0.036945	0.200195	0	0	0.000000	0.000000	0.000000	8
bb.chr1.190893887	chr1	190893887	190894007	-0.222182	0.837819	3	3	0.375000	0.375000	0.750000	8
bb.chr1.191593967	chr1	191593967	191594087	-0.204188	0.599633	1	3	0.125000	0.375000	0.500000	8
bb.chr1.192592355	chr1	192592355	192592475	-0.221393	0.709091	1	3	0.125000	0.375000	0.500000	8
bb.chr1.193469585	chr1	193469585	193469705	-0.009482	0.061850	0	0	0.000000	0.000000	0.000000	8
bb.chr1.194513114	chr1	194513114	194513234	-0.013049	0.111893	0	0	0.000000	0.000000	0.000000	8
bb.chr1.195248961	chr1	195248961	195249081	-0.044286	0.257619	0	0	0.000000	0.000000	0.000000	8
bb.chr1.196713156	chr1	196713156	196713276	-0.035833	0.180307	0	0	0.000000	0.000000	0.000000	8
bb.chr1.198126443	chr1	198126443	198126563	0.001912	0.063014	0	0	0.000000	0.000000	0.000000	8
bb.chr1.199244170	chr1	199244170	199244290	-0.116692	0.651911	2	2	0.250000	0.250000	0.500000	8
bb.chr1.200233043	chr1	200233043	200233163	0.041705	0.070757	0	0	0.000000	0.000000	0.000000	8
bb.chr1.201253794	chr1	201253794	201253914	-0.008468	0.072032	0	0	0.000000	0.000000	0.000000	8
bb.chr1.202208947	chr1	202208947	202209067	-0.007841	0.084229	0	0	0.000000	0.000000	0.000000	8
UBE2T	chr1	202331655	202341947	-0.013720	0.035303	0	0	0.000000	0.000000	0.000000	8
bb.chr1.203601619	chr1	203601619	203601739	0.001028	0.085776	0	0	0.000000	0.000000	0.000000	8
bb.chr1.204244424	chr1	204244424	204244544	0.035947	0.087121	0	0	0.000000	0.000000	0.000000	8
bb.chr1.204915648	chr1	204915648	204915768	0.018156	0.163435	0	0	0.000000	0.000000	0.000000	8
bb.chr1.206224328	chr1	206224328	206224448	-0.029909	0.102290	0	0	0.000000	0.000000	0.000000	8
bb.chr1.206705717	chr1	206705717	206705837	-0.020897	0.059997	0	0	0.000000	0.000000	0.000000	8
bb.chr1.207375221	chr1	207375221	207375341	0.026046	0.066209	0	0	0.000000	0.000000	0.000000	8
bb.chr1.208065771	chr1	208065771	208065891	-0.000260	0.075336	0	0	0.000000	0.000000	0.000000	8
bb.chr1.209035760	chr1	209035760	209035880	-0.015021	0.094724	0	0	0.000000	0.000000	0.000000	8
bb.chr1.209659942	chr1	209659942	209660062	-0.026293	0.081645	0	0	0.000000	0.000000	0.000000	8
bb.chr1.210381583	chr1	210381583	210381703	0.020858	0.178967	0	0	0.000000	0.000000	0.000000	8
bb.chr1.211371942	chr1	211371942	211372062	0.017235	0.086444	0	0	0.000000	0.000000	0.000000	8
bb.chr1.212365940	chr1	212365940	212366060	0.032275	0.073182	0	0	0.000000	0.000000	0.000000	8
bb.chr1.213036899	chr1	213036899	213037019	-0.015841	0.126759	0	0	0.000000	0.000000	0.000000	8
bb.chr1.213982762	chr1	213982762	213982882	-0.000752	0.080266	0	0	0.000000	0.000000	0.000000	8
bb.chr1.215301503	chr1	215301503	215301623	-0.011157	0.056763	0	0	0.000000	0.000000	0.000000	8
bb.chr1.216500914	chr1	216500914	216501034	-0.008491	0.076375	0	0	0.000000	0.000000	0.000000	8
bb.chr1.217798578	chr1	217798578	217798698	0.046761	0.080133	0	0	0.000000	0.000000	0.000000	8
bb.chr1.218685332	chr1	218685332	218685452	0.054351	0.098512	0	0	0.000000	0.000000	0.000000	8
bb.chr1.219385055	chr1	219385055	219385175	-0.005808	0.068728	0	0	0.000000	0.000000	0.000000	8
bb.chr1.219991760	chr1	219991760	219991880	-0.043908	0.113686	0	0	0.000000	0.000000	0.000000	8
bb.chr1.221030661	chr1	221030661	221030781	-0.038719	0.109011	0	0	0.000000	0.000000	0.000000	8
bb.chr1.221692916	chr1	221692916	221693036	-0.006406	0.111214	0	0	0.000000	0.000000	0.000000	8
bb.chr1.222742747	chr1	222742747	222742867	0.042466	0.106133	0	0	0.000000	0.000000	0.000000	8
bb.chr1.223344744	chr1	223344744	223344864	-0.020487	0.073746	0	0	0.000000	0.000000	0.000000	8
bb.chr1.224175608	chr1	224175608	224175728	0.000197	0.089114	0	0	0.000000	0.000000	0.000000	8
bb.chr1.225689947	chr1	225689947	225690067	-0.027124	0.088185	0	0	0.000000	0.000000	0.000000	8
bb.chr1.226484256	chr1	226484256	226484376	0.065904	0.090610	0	0	0.000000	0.000000	0.000000	8
bb.chr1.228348796	chr1	228348796	228348916	0.018783	0.069208	0	0	0.000000	0.000000	0.000000	8
bb.chr1.229065160	chr1	229065160	229065280	-0.009607	0.077939	0	0	0.000000	0.000000	0.000000	8
bb.chr1.229715604	chr1	229715604	229715724	0.002394	0.084104	0	0	0.000000	0.000000	0.000000	8
bb.chr1.230716310	chr1	230716310	230716430	0.024395	0.050404	0	0	0.000000	0.000000	0.000000	8
EGLN1	chr1	231363754	231422286	0.001749	0.019746	0	0	0.000000	0.000000	0.000000	8
bb.chr1.231400074	chr1	231400074	231400194	0.048009	0.118032	0	0	0.000000	0.000000	0.000000	8
bb.chr1.232392152	chr1	232392152	232392272	-0.074681	0.185664	0	0	0.000000	0.000000	0.000000	8
bb.chr1.233087017	chr1	233087017	233087137	0.008563	0.082075	0	0	0.000000	0.000000	0.000000	8
bb.chr1.234028245	chr1	234028245	234028365	0.092022	0.052933	0	0	0.000000	0.000000	0.000000	8
bb.chr1.234726061	chr1	234726061	234726181	-0.000286	0.054335	0	0	0.000000	0.000000	0.000000	8
bb.chr1.235457658	chr1	235457658	235457778	0.002955	0.136995	0	0	0.000000	0.000000	0.000000	8
bb.chr1.236410907	chr1	236410907	236411027	0.010849	0.048558	0	0	0.000000	0.000000	0.000000	8
bb.chr1.237307721	chr1	237307721	237307841	-0.020176	0.131298	0	0	0.000000	0.000000	0.000000	8
bb.chr1.238300491	chr1	238300491	238300611	-0.355486	0.745783	0	4	0.000000	0.500000	0.500000	8
bb.chr1.239052497	chr1	239052497	239052617	-0.038443	0.096232	0	0	0.000000	0.000000	0.000000	8
bb.chr1.240361220	chr1	240361220	240361340	-0.030057	0.068473	0	0	0.000000	0.000000	0.000000	8
bb.chr1.241015584	chr1	241015584	241015704	-0.193310	0.520940	0	1	0.000000	0.125000	0.125000	8
bb.chr1.241701354	chr1	241701354	241701474	0.016972	0.090592	0	0	0.000000	0.000000	0.000000	8
bb.chr1.242383011	chr1	242383011	242383131	0.009880	0.046842	0	0	0.000000	0.000000	0.000000	8
bb.chr1.243159250	chr1	243159250	243159370	-0.362951	0.782973	1	2	0.125000	0.250000	0.375000	8
bb.chr1.244728310	chr1	244728310	244728430	0.045413	0.039358	0	0	0.000000	0.000000	0.000000	8
bb.chr1.245386600	chr1	245386600	245386720	0.017504	0.082539	0	0	0.000000	0.000000	0.000000	8
bb.chr1.246947700	chr1	246947700	246947820	-0.032471	0.089339	0	0	0.000000	0.000000	0.000000	8
bb.chr1.248360900	chr1	248360900	248361020	-0.011037	0.070863	0	0	0.000000	0.000000	0.000000	8
