chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr1	50178904	50179024	bb.chr1.50178904	-0.016825	0.070159	8	False
chr1	52785183	52785303	bb.chr1.52785183	-0.023778	0.081160	8	False
chr1	53538015	53538135	bb.chr1.53538015	0.001991	0.086219	8	False
chr1	54190918	54191038	bb.chr1.54190918	0.026239	0.094057	8	False
chr1	55206597	55206717	bb.chr1.55206597	-0.024324	0.131599	8	False
chr1	55826229	55826349	bb.chr1.55826229	0.031535	0.087662	8	False
chr1	56496024	56496144	bb.chr1.56496024	-0.012658	0.056656	8	False
chr1	57205930	57206050	bb.chr1.57205930	-0.369420	0.822859	8	True
chr1	57829032	57829152	bb.chr1.57829032	-0.067344	0.302244	8	True
chr1	58460464	58460584	bb.chr1.58460464	-0.000416	0.082377	8	False
chr1	59485973	59486093	bb.chr1.59485973	0.005334	0.070167	8	False
chr1	60476632	60476752	bb.chr1.60476632	-0.011689	0.121751	8	False
chr1	61810166	61810286	bb.chr1.61810166	0.095396	0.106484	8	False
chr1	62840501	62840621	bb.chr1.62840501	-0.044718	0.116833	8	False
chr1	63652512	63652632	bb.chr1.63652512	-0.010923	0.075530	8	False
chr1	64437752	64437872	bb.chr1.64437752	-0.024053	0.085969	8	False
chr1	65197238	65197358	bb.chr1.65197238	-0.081989	0.238088	8	False
chr1	66153835	66153955	bb.chr1.66153835	-0.002307	0.067276	8	False
chr1	66826735	66826855	bb.chr1.66826735	-0.036616	0.134552	8	False
chr1	67833548	67833668	bb.chr1.67833548	0.007921	0.090368	8	False
chr1	68435114	68435234	bb.chr1.68435114	-0.064358	0.209349	8	False
chr1	69148839	69148959	bb.chr1.69148839	-0.008616	0.065085	8	False
chr1	70130792	70130912	bb.chr1.70130792	0.016641	0.058126	8	False
chr1	70790764	70790884	bb.chr1.70790764	0.004255	0.046674	8	False
chr1	71491517	71491637	bb.chr1.71491517	0.015616	0.066653	8	False
chr1	72125122	72125242	bb.chr1.72125122	-0.094309	0.397019	8	True
chr1	73891356	73891476	bb.chr1.73891356	-0.000871	0.145300	8	False
chr1	74561648	74561768	bb.chr1.74561648	0.040115	0.054489	8	False
chr1	75552566	75552686	bb.chr1.75552566	0.002480	0.057676	8	False
chr1	76318891	76319011	bb.chr1.76318891	0.008496	0.082797	8	False
chr1	77082086	77082206	bb.chr1.77082086	-0.000629	0.098005	8	False
chr1	78068141	78068261	bb.chr1.78068141	-0.003009	0.131097	8	False
chr1	78828070	78828190	bb.chr1.78828070	-0.009449	0.124574	8	False
chr1	79524150	79524270	bb.chr1.79524150	-0.023657	0.080691	8	False
chr1	80163411	80163531	bb.chr1.80163411	-0.016331	0.091806	8	False
chr1	80801780	80801900	bb.chr1.80801780	-0.037310	0.115442	8	False
chr1	81802410	81802530	bb.chr1.81802410	0.043735	0.079790	8	False
chr1	83490232	83490352	bb.chr1.83490232	-0.046284	0.196630	8	False
chr1	84452453	84452573	bb.chr1.84452453	0.038071	0.076162	8	False
chr1	85117419	85117539	bb.chr1.85117419	-0.007543	0.095960	8	False
chr1	85814296	85814416	bb.chr1.85814296	-0.008738	0.269463	8	False
chr1	86482004	86482124	bb.chr1.86482004	0.060043	0.079031	8	False
chr1	87233815	87233935	bb.chr1.87233815	-0.016752	0.082824	8	False
chr1	88505918	88506038	bb.chr1.88505918	-0.072180	0.202187	8	False
chr1	89469482	89469602	bb.chr1.89469482	0.029667	0.064842	8	False
chr1	90482352	90482472	bb.chr1.90482352	0.011439	0.090912	8	False
chr1	91139874	91139994	bb.chr1.91139874	-0.018805	0.385420	8	True
chr1	91815968	91816088	bb.chr1.91815968	-0.001361	0.072773	8	False
chr1	92473041	92473310	GFI1_exon_7	-0.022677	0.061498	8	False
chr1	92473310	92473580	GFI1_exon_7	0.016500	0.049246	8	False
chr1	92473580	92473850	GFI1_exon_7	-0.029251	0.047620	8	False
chr1	92473861	92474121	GFI1_exon_7	-0.010695	0.053084	8	False
chr1	92474121	92474382	GFI1_exon_7	-0.025076	0.069661	8	False
chr1	92474382	92474642	GFI1_exon_7	-0.023579	0.031560	8	False
chr1	92474642	92474903	GFI1_exon_7	-0.030130	0.050612	8	False
chr1	92474903	92475163	GFI1_exon_7	-0.031131	0.026440	8	False
chr1	92475163	92475424	GFI1_exon_7	0.008140	0.038011	8	False
chr1	92475424	92475684	GFI1_exon_7	-0.005903	0.054195	8	False
chr1	92475684	92475945	GFI1_exon_7	-0.032977	0.056660	8	False
chr1	92475945	92476206	GFI1_exon_7	-0.064580	0.070699	8	False
chr1	92478586	92478752	GFI1_exon_6	-0.062415	0.114358	8	False
chr1	92480346	92480484	GFI1_exon_5	-0.001533	0.064522	8	False
chr1	92480599	92480719	GFI1_exon_4	-0.061238	0.117063	8	False
chr1	92480722	92480842	GFI1_exon_4	-0.057125	0.152754	8	False
chr1	92480845	92480965	GFI1_exon_4	-0.050028	0.152675	8	False
chr1	92480967	92481087	GFI1_exon_4	-0.009792	0.065611	8	False
chr1	92482862	92483045	GFI1_exon_3	-0.091980	0.108424	8	False
chr1	92483371	92483585	GFI1_exon_2	0.027904	0.082031	8	False
chr1	92486724	92486924	GFI1_exon_1	-0.038651	0.085082	8	False
chr1	93845078	93845198	bb.chr1.93845078	0.006409	0.065224	8	False
chr1	95142070	95142190	bb.chr1.95142070	0.022492	0.083506	8	False
chr1	96144718	96144838	bb.chr1.96144718	0.030249	0.052488	8	False
chr1	96819223	96819343	bb.chr1.96819223	0.040105	0.112429	8	False
chr1	97486353	97486473	bb.chr1.97486353	-0.048795	0.130052	8	False
chr1	98149458	98149578	bb.chr1.98149458	0.016660	0.111801	8	False
chr1	99123808	99123928	bb.chr1.99123808	0.016547	0.082223	8	False
chr1	99811983	99812103	bb.chr1.99811983	0.007478	0.044735	8	False
chr1	100504730	100504850	bb.chr1.100504730	0.023666	0.095967	8	False
chr1	101155472	101155592	bb.chr1.101155472	-0.026523	0.139180	8	False
chr1	101808332	101808452	bb.chr1.101808332	0.018367	0.107880	8	False
chr1	102853304	102853424	bb.chr1.102853304	0.027541	0.082291	8	False
chr1	103505642	103505762	bb.chr1.103505642	-0.040884	0.153757	8	False
chr1	104401917	104402037	bb.chr1.104401917	0.030248	0.105267	8	False
chr1	105095739	105095859	bb.chr1.105095739	0.001536	0.081922	8	False
chr1	105763500	105763620	bb.chr1.105763500	0.015652	0.095841	8	False
chr1	106677659	106677779	bb.chr1.106677659	-0.025901	0.188799	8	False
chr1	107393711	107393831	bb.chr1.107393711	-0.000654	0.115874	8	False
chr1	110049366	110049486	bb.chr1.110049366	-0.017561	0.062496	8	False
chr1	110733894	110734014	bb.chr1.110733894	-0.006873	0.087068	8	False
chr1	111720534	111720654	bb.chr1.111720534	0.016959	0.083989	8	False
chr1	112356054	112356174	bb.chr1.112356054	0.009280	0.050215	8	False
chr1	113057285	113057405	bb.chr1.113057285	-0.003756	0.055865	8	False
chr1	113829650	113829770	bb.chr1.113829650	0.007481	0.080100	8	False
chr1	114704467	114704762	NRAS_exon_7	0.080082	0.052558	8	False
chr1	114704762	114705057	NRAS_exon_7	0.003101	0.039515	8	False
chr1	114705057	114705352	NRAS_exon_7	-0.017269	0.034874	8	False
chr1	114705352	114705648	NRAS_exon_7	0.020024	0.061275	8	False
chr1	114705790	114706072	NRAS_exon_7	0.035327	0.063503	8	False
chr1	114706072	114706354	NRAS_exon_7	-0.009449	0.047653	8	False
chr1	114706354	114706637	NRAS_exon_7	0.020878	0.066514	8	False
chr1	114706637	114706919	NRAS_exon_7	0.028101	0.044332	8	False
chr1	114706919	114707201	NRAS_exon_7	-0.023060	0.051605	8	False
chr1	114707201	114707484	NRAS_exon_7	0.029652	0.039476	8	False
chr1	114707484	114707766	NRAS_exon_7	-0.006547	0.071893	8	False
chr1	114707766	114708049	NRAS_exon_7	0.072581	0.056709	8	False
chr1	114708152	114708272	NRAS_exon_6	-0.023958	0.063358	8	False
chr1	114708531	114708651	NRAS_exon_5	0.002446	0.047665	8	False
chr1	114709567	114709727	NRAS_exon_4	-0.027653	0.062204	8	False
chr1	114713798	114713977	NRAS_exon_3	-0.068990	0.038140	8	False
chr1	114716052	114716172	NRAS_exon_2	-0.013481	0.052975	8	False
chr1	114716653	114716773	NRAS_exon_1	0.070422	0.105689	8	False
chr1	114726530	114726650	bb.chr1.114726530	-0.062020	0.205147	8	False
chr1	115399293	115399413	bb.chr1.115399293	0.002137	0.084268	8	False
chr1	116397799	116397919	bb.chr1.116397799	-0.001007	0.065387	8	False
chr1	117026708	117026828	bb.chr1.117026708	-0.060002	0.272640	8	False
chr1	117712376	117712496	bb.chr1.117712376	0.039096	0.108566	8	False
chr1	119035154	119035274	bb.chr1.119035154	-0.015714	0.103333	8	False
chr1	119699854	119699974	bb.chr1.119699854	-0.043578	0.280814	8	False
chr1	121548376	121548496	bb.chr1.121548376	-0.023218	0.103753	8	False
chr1	143997796	143997915	bb.chr1.143997796	-0.017164	0.405969	8	True
chr1	145879366	145879486	bb.chr1.145879366	-0.019058	0.115032	8	False
chr1	147078257	147078377	bb.chr1.147078257	0.000504	0.060836	8	False
chr1	147777713	147777833	bb.chr1.147777713	0.035555	0.089724	8	False
chr1	149940160	149940280	bb.chr1.149940160	0.028433	0.046150	8	False
chr1	150563644	150563764	bb.chr1.150563644	-0.000548	0.060995	8	False
chr1	151291246	151291366	bb.chr1.151291246	0.025448	0.065348	8	False
chr1	151980349	151980469	bb.chr1.151980349	-0.000636	0.072717	8	False
chr1	152617651	152617771	bb.chr1.152617651	-0.001755	0.072758	8	False
chr1	153262512	153262632	bb.chr1.153262512	-0.003844	0.070015	8	False
chr1	154272976	154273096	bb.chr1.154272976	-0.017860	0.059523	8	False
chr1	155288901	155289021	bb.chr1.155288901	0.031573	0.065284	8	False
chr1	155897806	155898098	RIT1_exon_6	0.081133	0.060366	8	False
chr1	155898098	155898391	RIT1_exon_6	0.005603	0.075027	8	False
chr1	155898524	155898785	RIT1_exon_6	0.011380	0.054765	8	False
chr1	155898785	155899047	RIT1_exon_6	-0.025369	0.063953	8	False
chr1	155899047	155899308	RIT1_exon_6	0.002234	0.039833	8	False
chr1	155899308	155899570	RIT1_exon_6	0.041864	0.068719	8	False
chr1	155899570	155899832	RIT1_exon_6	-0.037940	0.040051	8	False
chr1	155899832	155900093	RIT1_exon_6	0.040506	0.071684	8	False
chr1	155900093	155900355	RIT1_exon_6	0.002854	0.040569	8	False
chr1	155900355	155900617	RIT1_exon_6	-0.024873	0.069581	8	False
chr1	155904309	155904501	RIT1_exon_5	-0.086948	0.051551	8	False
chr1	155904728	155904848	RIT1_exon_4	0.026575	0.047310	8	False
chr1	155910432	155910552	RIT1_exon_3	-0.006050	0.073820	8	False
chr1	155910654	155910803	RIT1_exon_2	0.049993	0.040023	8	False
chr1	155911234	155911354	RIT1_exon_1	0.007660	0.056734	8	False
chr1	156246048	156246168	bb.chr1.156246048	-0.006727	0.174334	8	False
chr1	157587851	157587971	bb.chr1.157587851	-0.000310	0.195457	8	False
chr1	158196981	158197101	bb.chr1.158196981	-0.030201	0.235292	8	False
chr1	158849474	158849594	bb.chr1.158849474	0.004478	0.103373	8	False
chr1	159683089	159683209	bb.chr1.159683089	-0.011223	0.050089	8	False
chr1	160295665	160295785	bb.chr1.160295665	0.019797	0.076828	8	False
chr1	161269293	161269413	bb.chr1.161269293	0.019074	0.031664	8	False
chr1	161993757	161993877	bb.chr1.161993757	0.005440	0.033612	8	False
chr1	162622852	162622972	bb.chr1.162622852	-0.015765	0.099222	8	False
chr1	163319721	163319841	bb.chr1.163319721	-0.040371	0.086961	8	False
chr1	163940959	163941079	bb.chr1.163940959	-0.091458	0.277007	8	False
chr1	164935276	164935396	bb.chr1.164935276	-0.001930	0.095661	8	False
chr1	165998123	165998243	bb.chr1.165998123	-0.000353	0.058247	8	False
chr1	166930510	166930630	bb.chr1.166930510	-0.054859	0.264900	8	False
chr1	167600433	167600553	bb.chr1.167600433	-0.000194	0.111518	8	False
chr1	168261033	168261153	bb.chr1.168261033	-0.012912	0.106853	8	False
chr1	169124100	169124220	bb.chr1.169124100	0.009109	0.067425	8	False
chr1	170262398	170262518	bb.chr1.170262398	0.022394	0.076584	8	False
chr1	171249756	171249876	bb.chr1.171249756	0.019987	0.087663	8	False
chr1	172638749	172638869	bb.chr1.172638749	0.002576	0.079292	8	False
chr1	173254664	173254784	bb.chr1.173254664	-0.006242	0.144145	8	False
chr1	173863574	173863694	bb.chr1.173863574	-0.025358	0.109781	8	False
chr1	175624885	175625005	bb.chr1.175624885	-0.007170	0.094715	8	False
chr1	176442425	176442545	bb.chr1.176442425	0.006769	0.072399	8	False
chr1	177267192	177267312	bb.chr1.177267192	-0.006603	0.059917	8	False
chr1	178621199	178621319	bb.chr1.178621199	0.004185	0.050996	8	False
chr1	179553026	179553146	bb.chr1.179553026	-0.095126	0.348074	8	True
chr1	180927734	180927854	bb.chr1.180927734	-0.013701	0.062551	8	False
chr1	181580351	181580471	bb.chr1.181580351	0.036157	0.070485	8	False
chr1	182611962	182612082	bb.chr1.182611962	0.036265	0.078307	8	False
chr1	183609659	183609779	bb.chr1.183609659	0.000150	0.033869	8	False
chr1	184555617	184555737	bb.chr1.184555617	-0.020148	0.084362	8	False
chr1	185250488	185250608	bb.chr1.185250488	0.008001	0.084657	8	False
chr1	187307287	187307407	bb.chr1.187307287	-0.003894	0.071727	8	False
chr1	188250703	188250823	bb.chr1.188250703	-0.020737	0.139443	8	False
chr1	188974535	188974655	bb.chr1.188974535	-0.075615	0.233072	8	False
chr1	190097656	190097902	BRINP3_exon_8	-0.039479	0.074903	8	False
chr1	190097902	190098148	BRINP3_exon_8	0.049440	0.042495	8	False
chr1	190098148	190098394	BRINP3_exon_8	-0.043836	0.042851	8	False
chr1	190098394	190098640	BRINP3_exon_8	0.015827	0.067034	8	False
chr1	190098640	190098886	BRINP3_exon_8	0.001983	0.059232	8	False
chr1	190098886	190099133	BRINP3_exon_8	-0.024790	0.053150	8	False
chr1	190160666	190160889	BRINP3_exon_7	0.068609	0.074838	8	False
chr1	190215034	190215154	bb.chr1.190215034	-0.036945	0.200195	8	False
chr1	190226080	190226317	BRINP3_exon_6	0.027192	0.068646	8	False
chr1	190234363	190234483	BRINP3_exon_5	0.065327	0.087088	8	False
chr1	190264863	190265054	BRINP3_exon_4	-0.097547	0.039138	8	False
chr1	190281558	190281749	BRINP3_exon_3	-0.089777	0.046029	8	False
chr1	190454653	190454939	BRINP3_exon_2	0.022409	0.041126	8	False
chr1	190477446	190477654	BRINP3_exon_1	0.037737	0.057457	8	False
chr1	190477654	190477863	BRINP3_exon_1	0.049715	0.031398	8	False
chr1	190893887	190894007	bb.chr1.190893887	-0.222182	0.837819	8	True
chr1	191593967	191594087	bb.chr1.191593967	-0.204188	0.599633	8	True
chr1	192592355	192592475	bb.chr1.192592355	-0.221393	0.709091	8	True
chr1	193469585	193469705	bb.chr1.193469585	-0.009482	0.061850	8	False
chr1	194513114	194513234	bb.chr1.194513114	-0.013049	0.111893	8	False
chr1	195248961	195249081	bb.chr1.195248961	-0.044286	0.257619	8	False
chr1	196713156	196713276	bb.chr1.196713156	-0.035833	0.180307	8	False
chr1	198126443	198126563	bb.chr1.198126443	0.001912	0.063014	8	False
chr1	199244170	199244290	bb.chr1.199244170	-0.116692	0.651911	8	True
chr1	200233043	200233163	bb.chr1.200233043	0.041705	0.070757	8	False
chr1	201253794	201253914	bb.chr1.201253794	-0.008468	0.072032	8	False
chr1	202208947	202209067	bb.chr1.202208947	-0.007841	0.084229	8	False
chr1	202331655	202331959	UBE2T_exon_7	-0.028125	0.117867	8	False
chr1	202332986	202333106	UBE2T_exon_6	-0.043706	0.087587	8	False
chr1	202333217	202333337	UBE2T_exon_5	-0.002639	0.072618	8	False
chr1	202333441	202333561	UBE2T_exon_4	0.006259	0.046715	8	False
chr1	202334948	202335068	UBE2T_exon_3	0.000874	0.040418	8	False
chr1	202335644	202335817	UBE2T_exon_2	-0.038373	0.068370	8	False
chr1	202341827	202341947	UBE2T_exon_1	0.009668	0.064167	8	False
chr1	203601619	203601739	bb.chr1.203601619	0.001028	0.085776	8	False
chr1	204244424	204244544	bb.chr1.204244424	0.035947	0.087121	8	False
chr1	204915648	204915768	bb.chr1.204915648	0.018156	0.163435	8	False
chr1	206224328	206224448	bb.chr1.206224328	-0.029909	0.102290	8	False
chr1	206705717	206705837	bb.chr1.206705717	-0.020897	0.059997	8	False
chr1	207375221	207375341	bb.chr1.207375221	0.026046	0.066209	8	False
chr1	208065771	208065891	bb.chr1.208065771	-0.000260	0.075336	8	False
chr1	209035760	209035880	bb.chr1.209035760	-0.015021	0.094724	8	False
chr1	209659942	209660062	bb.chr1.209659942	-0.026293	0.081645	8	False
chr1	210381583	210381703	bb.chr1.210381583	0.020858	0.178967	8	False
chr1	211371942	211372062	bb.chr1.211371942	0.017235	0.086444	8	False
chr1	212365940	212366060	bb.chr1.212365940	0.032275	0.073182	8	False
