chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr1	8949945	9095332	Antitarget	0.029333	0.260033	25	False
chr1	9095332	9240719	Antitarget	-0.017230	0.164788	25	False
chr1	9240719	9386107	Antitarget	-0.007806	0.236486	25	False
chr1	9386107	9531494	Antitarget	-0.010378	0.141678	25	False
chr1	9531494	9676882	Antitarget	-0.010086	0.204583	25	False
chr1	9676882	9822269	Antitarget	0.002120	0.125119	25	False
chr1	9822269	9967657	Antitarget	-0.045326	0.173753	25	False
chr1	9967657	10113044	Antitarget	-0.007468	0.157981	25	False
chr1	10113044	10258432	Antitarget	-0.005430	0.108603	25	False
chr1	10258932	10259051	chr1_10318990_10319109	0.025814	0.090904	25	False
chr1	10259551	10420551	Antitarget	-0.006466	0.173043	25	False
chr1	10420551	10581552	Antitarget	-0.018412	0.202160	25	False
chr1	10581552	10742553	Antitarget	-0.037130	0.260091	25	False
chr1	10742553	10903554	Antitarget	-0.054291	0.251987	25	False
chr1	10904054	10904173	chr1_10964111_10964230	0.026801	0.117952	25	False
chr1	10904673	11066120	Antitarget	0.000944	0.128065	25	False
chr1	11066120	11227567	Antitarget	0.010385	0.161943	25	False
chr1	11227567	11389015	Antitarget	-0.009008	0.143090	25	False
chr1	11389015	11550462	Antitarget	0.006251	0.206167	25	False
chr1	11550462	11711910	Antitarget	-0.005174	0.232216	25	False
chr1	11712410	11712529	chr1_11772467_11772586	0.071881	0.122757	25	False
chr1	11713029	11860439	Antitarget	0.013306	0.188656	25	False
chr1	11860439	12007850	Antitarget	-0.005705	0.137863	25	False
chr1	12007850	12155260	Antitarget	0.018781	0.184516	25	False
chr1	12155260	12302671	Antitarget	-0.015491	0.227278	25	False
chr1	12302671	12450081	Antitarget	0.016064	0.228659	25	False
chr1	12450081	12597492	Antitarget	0.013441	0.202824	25	False
chr1	12597992	12598111	chr1_12658005_12658124	0.011937	0.092359	25	False
chr1	12598611	12742108	Antitarget	0.027975	0.193109	25	False
chr1	12742108	12885605	Antitarget	-0.012742	0.295890	25	False
chr1	12885605	13029103	Antitarget	-0.047407	0.366251	25	True
chr1	13029103	13172600	Antitarget	-0.069414	0.665232	25	True
chr1	13172600	13316097	Antitarget	-0.012470	0.307680	25	True
chr1	13316097	13459595	Antitarget	-0.023685	0.171470	25	False
chr1	13460095	13460214	chr1_13786563_13786682	-0.012513	0.082883	25	False
chr1	13460714	13601140	Antitarget	0.004708	0.182413	25	False
chr1	13601140	13741566	Antitarget	-0.000309	0.283362	25	False
chr1	13741566	13881993	Antitarget	0.013593	0.300727	25	True
chr1	13881993	14022419	Antitarget	-0.038351	0.301225	25	True
chr1	14022419	14162845	Antitarget	0.000678	0.204390	25	False
chr1	14162845	14303272	Antitarget	-0.010738	0.296056	25	False
chr1	14303772	14303891	chr1_14630267_14630386	0.015100	0.064478	25	False
chr1	14304391	14444681	Antitarget	-0.009042	0.324476	25	True
chr1	14444681	14584971	Antitarget	-0.036705	0.200094	25	False
chr1	14584971	14725261	Antitarget	0.034473	0.492414	25	True
chr1	14725261	14865552	Antitarget	-0.014499	0.312658	25	True
chr1	14865552	15005842	Antitarget	-0.008552	0.214528	25	False
chr1	15005842	15146132	Antitarget	0.010282	0.250415	25	False
chr1	15146132	15286423	Antitarget	-0.001427	0.219510	25	False
chr1	15286923	15287042	chr1_15613419_15613538	0.031167	0.091117	25	False
chr1	15287542	15442713	Antitarget	-0.007425	0.188603	25	False
chr1	15442713	15597884	Antitarget	-0.005362	0.187427	25	False
chr1	15597884	15753055	Antitarget	0.004896	0.181473	25	False
chr1	15753055	15908226	Antitarget	-0.008348	0.175315	25	False
chr1	15908226	16063397	Antitarget	0.007761	0.189144	25	False
chr1	16063397	16218568	Antitarget	-0.025661	0.243890	25	False
chr1	16218568	16373739	Antitarget	0.000340	0.138559	25	False
chr1	16374239	16374358	chr1_16700734_16700853	0.056984	0.071179	25	False
chr1	16374858	16528366	Antitarget	-0.058837	0.296160	25	False
chr1	16528366	16681875	Antitarget	-0.017368	0.271260	25	False
chr1	16681875	16835383	Antitarget	-0.006265	0.314409	25	True
chr1	16835383	16988892	Antitarget	-0.006206	0.262671	25	False
chr1	16988892	17142400	Antitarget	-0.025953	0.229733	25	False
chr1	17142400	17295909	Antitarget	0.000277	0.251258	25	False
chr1	17295909	17449417	Antitarget	-0.012764	0.212167	25	False
chr1	17449417	17602926	Antitarget	-0.021784	0.194676	25	False
chr1	17603426	17603545	chr1_17929921_17930040	0.005013	0.152997	25	False
chr1	17604045	17748214	Antitarget	-0.038193	0.204860	25	False
chr1	17748214	17892384	Antitarget	0.011267	0.260609	25	False
chr1	17892384	18036553	Antitarget	-0.009948	0.305495	25	True
chr1	18036553	18180723	Antitarget	-0.028941	0.432887	25	True
chr1	18180723	18324893	Antitarget	-0.049066	0.302506	25	True
chr1	18325393	18325512	chr1_18651887_18652006	0.060831	0.113182	25	False
chr1	18326012	18461697	Antitarget	-0.059007	0.313317	25	True
chr1	18461697	18597383	Antitarget	-0.011269	0.192727	25	False
chr1	18597383	18733068	Antitarget	-0.004896	0.324361	25	True
chr1	18733068	18868754	Antitarget	-0.082129	0.332008	25	True
chr1	18868754	19004440	Antitarget	0.013254	0.293000	25	False
chr1	19004940	19005059	chr1_19331434_19331553	0.051676	0.062995	25	False
chr1	19005559	19149954	Antitarget	-0.076180	0.396079	25	True
chr1	19149954	19294349	Antitarget	0.012264	0.190374	25	False
chr1	19294349	19438744	Antitarget	-0.006701	0.156435	25	False
chr1	19438744	19583139	Antitarget	-0.008124	0.142263	25	False
chr1	19583139	19727534	Antitarget	0.010380	0.164551	25	False
chr1	19727534	19871929	Antitarget	-0.007033	0.173501	25	False
chr1	19871929	20016324	Antitarget	-0.030103	0.207035	25	False
chr1	20016324	20160719	Antitarget	-0.013106	0.245500	25	False
chr1	20160719	20305115	Antitarget	-0.055877	0.228967	25	False
chr1	20305615	20305734	chr1_20632108_20632227	-0.009124	0.126175	25	False
chr1	20306234	20454648	Antitarget	-0.080780	0.346777	25	True
chr1	20454648	20603062	Antitarget	-0.007143	0.210466	25	False
chr1	20603062	20751476	Antitarget	-0.000748	0.250684	25	False
chr1	20751476	20899890	Antitarget	-0.018218	0.207770	25	False
chr1	20899890	21048304	Antitarget	0.005234	0.214515	25	False
chr1	21048304	21196718	Antitarget	0.030547	0.217598	25	False
chr1	21196718	21345133	Antitarget	-0.015118	0.186656	25	False
chr1	21345633	21345752	chr1_21672126_21672245	-0.036723	0.808414	25	True
chr1	21346252	21486137	Antitarget	-0.003595	0.261442	25	False
chr1	21486137	21626022	Antitarget	-0.002493	0.197649	25	False
chr1	21626022	21765907	Antitarget	-0.019379	0.245293	25	False
chr1	21765907	21905793	Antitarget	-0.019026	0.173327	25	False
chr1	21905793	22045678	Antitarget	-0.011275	0.191375	25	False
chr1	22185563	22325449	Antitarget	-0.009448	0.281406	25	False
chr1	22325949	22326068	chr1_22652442_22652561	0.037175	0.090511	25	False
chr1	22326568	22490784	Antitarget	0.070217	0.376913	25	True
chr1	22490784	22655000	Antitarget	-0.005266	0.216038	25	False
chr1	22655000	22819216	Antitarget	-0.042432	0.271835	25	False
chr1	22819216	22983433	Antitarget	0.011312	0.220831	25	False
chr1	22983933	22984052	chr1_23310426_23310545	0.088630	0.084893	25	False
chr1	22984552	23149804	Antitarget	-0.033294	0.222772	25	False
chr1	23149804	23315056	Antitarget	-0.030847	0.163872	25	False
chr1	23315056	23480308	Antitarget	-0.025462	0.200207	25	False
chr1	23480308	23645560	Antitarget	-0.002161	0.197115	25	False
chr1	23646060	23646179	chr1_23972550_23972669	-0.168622	0.095064	25	False
chr1	23646679	23812039	Antitarget	-0.015977	0.216355	25	False
chr1	23812039	23977400	Antitarget	0.008597	0.158214	25	False
chr1	23977400	24142760	Antitarget	-0.016807	0.176878	25	False
chr1	24142760	24308121	Antitarget	0.017455	0.165689	25	False
chr1	24308621	24308740	chr1_24635111_24635230	0.054119	0.115169	25	False
chr1	24309240	24477482	Antitarget	-0.028327	0.301177	25	True
chr1	24477482	24645724	Antitarget	-0.019983	0.217508	25	False
chr1	24645724	24813966	Antitarget	0.008294	0.199885	25	False
chr1	24813966	24982209	Antitarget	0.030096	0.659410	25	True
chr1	24982709	24982828	chr1_25309200_25309319	0.031966	0.157768	25	False
chr1	24983328	25131391	Antitarget	-0.008975	0.253218	25	False
chr1	25131391	25279455	Antitarget	-0.005975	0.202517	25	False
chr1	25279455	25427518	Antitarget	0.006790	0.457602	25	True
chr1	25427518	25575582	Antitarget	-0.000932	0.267152	25	False
chr1	25575582	25723645	Antitarget	0.000224	0.258724	25	False
chr1	25723645	25871709	Antitarget	0.005503	0.221200	25	False
chr1	25871709	26019772	Antitarget	0.030196	0.175779	25	False
chr1	26019772	26167836	Antitarget	-0.001570	0.171333	25	False
chr1	26168336	26168455	chr1_26494827_26494946	0.042693	0.105742	25	False
chr1	26168955	26300681	Antitarget	-0.008733	0.168752	25	False
chr1	26300681	26432408	Antitarget	-0.012735	0.211288	25	False
chr1	26432408	26564134	Antitarget	-0.004164	0.177852	25	False
chr1	26564134	26695861	Antitarget	-0.023643	0.164907	25	False
chr1	26698081	26729141	Antitarget	-0.064509	0.459621	25	True
chr1	26729641	26729881	Target=11;ProbeIdx=12;ARID1A_Ex_2,Target=11;ProbeIdx=24;ARID1A_Ex_2	0.049564	0.110359	25	False
chr1	26731142	26731402	Target=12;ProbeIdx=12;ARID1A_Ex_3,Target=12;ProbeIdx=24;ARID1A_Ex_3,Target=12;ProbeIdx=36;ARID1A_Ex_3,Target=3;ProbeIdx=5;ARID1A_Ex_3,Target=3;ProbeIdx=12;ARID1A_Ex_3,Target=3;ProbeIdx=17;ARID1A_Ex_3	-0.205961	0.124983	25	False
chr1	26731402	26731663	Target=12;ProbeIdx=12;ARID1A_Ex_3,Target=12;ProbeIdx=24;ARID1A_Ex_3,Target=12;ProbeIdx=36;ARID1A_Ex_3,Target=3;ProbeIdx=5;ARID1A_Ex_3,Target=3;ProbeIdx=12;ARID1A_Ex_3,Target=3;ProbeIdx=17;ARID1A_Ex_3	-0.130929	0.108784	25	False
chr1	26732606	26732846	Target=13;ProbeIdx=6;ARID1A_Ex_4,Target=13;ProbeIdx=18;ARID1A_Ex_4	-0.042336	0.080376	25	False
chr1	26733346	26760306	Antitarget	-0.131683	0.551420	25	True
chr1	26760806	26761166	Target=4;ProbeIdx=8;ARID1A_Ex_5,Target=4;ProbeIdx=12;ARID1A_Ex_5,Target=14;ProbeIdx=20;ARID1A_Ex_5,Target=14;ProbeIdx=32;ARID1A_Ex_5	-0.022029	0.088204	25	False
chr1	26761308	26761548	926535_53648085_ARID1A_Ex_6_1,926535_53648085_ARID1A_Ex_6_2,926535_53648085_ARID1A_Ex_6_3,926535_53648085_ARID1A_Ex_6_4,926535_53648085_ARID1A_Ex_6_5	0.062594	0.139434	25	False
chr1	26762112	26762352	Target=16;ProbeIdx=9;ARID1A_Ex_7,Target=16;ProbeIdx=21;ARID1A_Ex_7	-0.052806	0.168260	25	False
chr1	26762963	26763323	Target=17;ProbeIdx=12;ARID1A_Ex_8,Target=17;ProbeIdx=24;ARID1A_Ex_8,Target=17;ProbeIdx=36;ARID1A_Ex_8	-0.182839	0.087740	25	False
chr1	26766171	26766411	Target=18;ProbeIdx=8;ARID1A_Ex_9,Target=18;ProbeIdx=20;ARID1A_Ex_9	-0.088298	0.090298	25	False
chr1	26766447	26766567	Target=19;ProbeIdx=12;ARID1A_Ex_10	0.104673	0.154184	25	False
chr1	26767780	26768020	Target=20;ProbeIdx=12;ARID1A_Ex_11,Target=20;ProbeIdx=24;ARID1A_Ex_11	-0.129854	0.114227	25	False
chr1	26771089	26771329	Target=21;ProbeIdx=10;ARID1A_Ex_12,Target=21;ProbeIdx=22;ARID1A_Ex_12	0.028526	0.120279	25	False
chr1	26772460	26772700	Target=22;ProbeIdx=9;ARID1A_Ex_13,Target=22;ProbeIdx=21;ARID1A_Ex_13	-0.097573	0.119681	25	False
chr1	26772782	26773022	Target=23;ProbeIdx=10;ARID1A_Ex_14,Target=23;ProbeIdx=22;ARID1A_Ex_14	-0.099832	0.156677	25	False
chr1	26773306	26773533	Target=24;ProbeIdx=9;ARID1A_Ex_15,Target=24;ProbeIdx=21;ARID1A_Ex_15,Target=25;ProbeIdx=7;ARID1A_Ex_16,Target=25;ProbeIdx=19;ARID1A_Ex_16	0.093784	0.076614	25	False
chr1	26773533	26773760	Target=24;ProbeIdx=9;ARID1A_Ex_15,Target=24;ProbeIdx=21;ARID1A_Ex_15,Target=25;ProbeIdx=7;ARID1A_Ex_16,Target=25;ProbeIdx=19;ARID1A_Ex_16	-0.094850	0.066849	25	False
chr1	26773792	26773912	Target=26;ProbeIdx=12;ARID1A_Ex_17	0.130416	0.128607	25	False
chr1	26774279	26774519	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	0.005868	0.085619	25	False
chr1	26774519	26774759	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.121240	0.161700	25	False
chr1	26774759	26774999	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.090066	0.199230	25	False
chr1	26774999	26775239	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.132111	0.148814	25	False
chr1	26775497	26775737	Target=28;ProbeIdx=5;ARID1A_Ex_19,Target=28;ProbeIdx=17;ARID1A_Ex_19	-0.058020	0.091424	25	False
chr1	26778993	26779250	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.240755	0.054609	25	False
chr1	26779250	26779507	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.236409	0.083579	25	False
chr1	26779507	26779764	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	0.000585	0.085663	25	False
chr1	26779764	26780021	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.281084	0.092378	25	False
chr1	26780021	26780278	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.314578	0.094565	25	False
chr1	26780278	26780535	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.299129	0.124477	25	False
chr1	26780535	26780793	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.213542	0.092077	25	False
chr1	26781293	26938905	Antitarget	-0.014217	0.138198	25	False
chr1	26938905	27096517	Antitarget	-0.030039	0.222580	25	False
chr1	27096517	27254130	Antitarget	-0.006647	0.129852	25	False
chr1	27254130	27411742	Antitarget	-0.014409	0.187681	25	False
chr1	27411742	27569355	Antitarget	-0.008387	0.200161	25	False
chr1	27569355	27726967	Antitarget	0.025036	0.217372	25	False
