chromosome	start	end	gene	mean_log2	stdev_log2	n_samples	is_noisy
chr1	2425270	2575089	Antitarget	-0.029506	0.716323	56	True
chr1	2575089	2724907	Antitarget	-0.005286	0.980267	56	True
chr1	2724907	2874726	Antitarget	-0.015738	0.575519	56	True
chr1	2874726	3024544	Antitarget	-0.040763	0.683411	56	True
chr1	3024544	3174363	Antitarget	0.015012	0.857419	56	True
chr1	3174363	3324181	Antitarget	-0.026431	0.553392	56	True
chr1	3324181	3474000	Antitarget	-0.028469	0.579177	56	True
chr1	3474000	3623818	Antitarget	-0.051875	0.525723	56	True
chr1	3623818	3773636	Antitarget	-0.010087	0.266220	56	False
chr1	3773636	3923455	Antitarget	0.044812	0.499997	56	True
chr1	3923455	4073273	Antitarget	-0.018063	0.254862	56	False
chr1	4073273	4223092	Antitarget	-0.030497	0.284787	56	False
chr1	4223092	4372910	Antitarget	0.050612	0.746027	56	True
chr1	4372910	4522729	Antitarget	0.207212	0.773077	56	True
chr1	4522729	4672547	Antitarget	-0.055521	0.284704	56	False
chr1	4672547	4822366	Antitarget	-0.024520	0.298067	56	False
chr1	4822366	4972184	Antitarget	-0.032660	0.277287	56	False
chr1	4972184	5122003	Antitarget	-0.013339	0.326327	56	True
chr1	5122003	5271821	Antitarget	0.057284	0.690193	56	True
chr1	5271821	5421639	Antitarget	-0.062357	0.352326	56	True
chr1	5421639	5571458	Antitarget	-0.025627	0.402079	56	True
chr1	5571458	5721276	Antitarget	-0.036499	0.284476	56	False
chr1	5721276	5871095	Antitarget	0.001919	0.341737	56	True
chr1	5871095	6020913	Antitarget	-0.020611	0.292749	56	False
chr1	6020913	6170732	Antitarget	0.040901	0.562219	56	True
chr1	6170732	6320550	Antitarget	-0.028599	0.289831	56	False
chr1	6320550	6470369	Antitarget	-0.025334	0.264367	56	False
chr1	6470369	6620187	Antitarget	-0.023757	0.249812	56	False
chr1	6620187	6770006	Antitarget	0.016193	0.496272	56	True
chr1	6770006	6919824	Antitarget	-0.037540	0.274745	56	False
chr1	6919824	7069643	Antitarget	-0.027097	0.272307	56	False
chr1	7069643	7219461	Antitarget	-0.019380	0.225472	56	False
chr1	7219461	7369279	Antitarget	-0.028698	0.269102	56	False
chr1	7369279	7519098	Antitarget	-0.017624	0.317103	56	True
chr1	7519098	7668916	Antitarget	-0.024364	0.235726	56	False
chr1	7668916	7818735	Antitarget	-0.014697	0.239069	56	False
chr1	7818735	7968553	Antitarget	0.009495	0.546956	56	True
chr1	7968553	8118372	Antitarget	0.042866	0.614606	56	True
chr1	8118372	8268190	Antitarget	-0.030957	0.239864	56	False
chr1	8268190	8418009	Antitarget	-0.014616	0.201652	56	False
chr1	8418009	8567827	Antitarget	0.175726	0.780736	56	True
chr1	8567827	8717646	Antitarget	-0.001219	0.251891	56	False
chr1	8717646	8867464	Antitarget	0.003331	0.376161	56	True
chr1	8867464	9017282	Antitarget	0.013308	0.471844	56	True
chr1	9017282	9167101	Antitarget	-0.009815	0.298189	56	False
chr1	9167101	9316919	Antitarget	-0.023396	0.207277	56	False
chr1	9316919	9466738	Antitarget	-0.018087	0.207350	56	False
chr1	9466738	9616556	Antitarget	-0.018737	0.320385	56	True
chr1	9616556	9766375	Antitarget	-0.000598	0.357385	56	True
chr1	9766375	9916193	Antitarget	-0.025256	0.311120	56	True
chr1	9916193	10066012	Antitarget	-0.024231	0.324142	56	True
chr1	10066012	10215830	Antitarget	-0.018480	0.287056	56	False
chr1	10215830	10365649	Antitarget	0.027474	0.572120	56	True
chr1	10365649	10515467	Antitarget	-0.035993	0.315282	56	True
chr1	10515467	10665286	Antitarget	-0.021466	0.256448	56	False
chr1	10665286	10815104	Antitarget	-0.008955	0.276925	56	False
chr1	10815104	10964922	Antitarget	0.133683	0.606065	56	True
chr1	10964922	11114741	Antitarget	-0.002285	0.464313	56	True
chr1	11114741	11264559	Antitarget	-0.006853	0.246928	56	False
chr1	11264559	11414378	Antitarget	-0.019736	0.243235	56	False
chr1	11414378	11564196	Antitarget	-0.011807	0.248515	56	False
chr1	11564196	11714015	Antitarget	0.035689	0.497126	56	True
chr1	11714015	11863833	Antitarget	-0.016346	0.275518	56	False
chr1	11863833	12013652	Antitarget	-0.040888	0.277952	56	False
chr1	12013652	12163470	Antitarget	-0.008625	0.295151	56	False
chr1	12163470	12313289	Antitarget	-0.025978	0.241605	56	False
chr1	12313289	12463107	Antitarget	0.025364	0.333024	56	True
chr1	12463107	12612925	Antitarget	0.050616	0.511361	56	True
chr1	12612925	12762744	Antitarget	-0.015480	0.259165	56	False
chr1	12762744	12912562	Antitarget	-0.028680	0.382004	56	True
chr1	12912562	13062381	Antitarget	-0.063319	0.495106	56	True
chr1	13062381	13212199	Antitarget	0.237096	1.008713	56	True
chr1	13212199	13362018	Antitarget	-0.015263	0.230892	56	False
chr1	13362018	13511836	Antitarget	0.024655	0.484406	56	True
chr1	13511836	13661655	Antitarget	-0.015637	0.264177	56	False
chr1	13661655	13811473	Antitarget	0.306748	0.866951	56	True
chr1	13811473	13961292	Antitarget	-0.039113	0.248938	56	False
chr1	13961292	14111110	Antitarget	-0.030980	0.270148	56	False
chr1	14111110	14260929	Antitarget	-0.041080	0.267881	56	False
chr1	14260929	14410747	Antitarget	0.080856	0.675010	56	True
chr1	14410747	14560565	Antitarget	0.115885	0.652277	56	True
chr1	14560565	14710384	Antitarget	0.041431	0.407050	56	True
chr1	14710384	14860202	Antitarget	-0.021500	0.409603	56	True
chr1	14860202	15010021	Antitarget	-0.022571	0.245864	56	False
chr1	15010021	15159839	Antitarget	-0.000379	0.195707	56	False
chr1	15159839	15309658	Antitarget	0.059704	0.570860	56	True
chr1	15309658	15459476	Antitarget	0.000004	0.312181	56	True
chr1	15459476	15609295	Antitarget	-0.025081	0.386014	56	True
chr1	15609295	15759113	Antitarget	0.005930	0.203468	56	False
chr1	15759113	15908932	Antitarget	-0.019798	0.330636	56	True
chr1	15908932	16058750	Antitarget	-0.029432	0.257811	56	False
chr1	16058750	16208568	Antitarget	-0.015545	0.226480	56	False
chr1	16208568	16358387	Antitarget	0.018558	0.452054	56	True
chr1	16358387	16508205	Antitarget	0.028027	0.505425	56	True
chr1	16508205	16658024	Antitarget	-0.011989	0.257131	56	False
chr1	16658024	16807842	Antitarget	0.129487	0.532844	56	True
chr1	16807842	16957661	Antitarget	0.007727	0.393408	56	True
chr1	16957661	17107479	Antitarget	-0.031844	0.265806	56	False
chr1	17107479	17257298	Antitarget	-0.001863	0.220232	56	False
chr1	17257298	17407116	Antitarget	0.043535	0.406107	56	True
chr1	17407116	17556935	Antitarget	-0.033933	0.350026	56	True
chr1	17556935	17706753	Antitarget	0.040698	0.621672	56	True
chr1	17706753	17856571	Antitarget	-0.014452	0.299194	56	False
chr1	17856571	18006390	Antitarget	-0.024714	0.274041	56	False
chr1	18006390	18156208	Antitarget	0.078379	0.486417	56	True
chr1	18156208	18306027	Antitarget	-0.071000	0.428787	56	True
chr1	18306027	18455845	Antitarget	0.059727	0.768788	56	True
chr1	18455845	18605664	Antitarget	-0.018246	0.224317	56	False
chr1	18605664	18755482	Antitarget	-0.011342	0.221563	56	False
chr1	18755482	18905301	Antitarget	-0.016034	0.304275	56	True
chr1	18905301	19055119	Antitarget	0.071544	0.602101	56	True
chr1	19055119	19204938	Antitarget	-0.008970	0.237519	56	False
chr1	19204938	19354756	Antitarget	-0.010926	0.281230	56	False
chr1	19354756	19504575	Antitarget	-0.008431	0.256607	56	False
chr1	19504575	19654393	Antitarget	-0.004379	0.357158	56	True
chr1	19654393	19804211	Antitarget	-0.035075	0.255619	56	False
chr1	19804211	19954030	Antitarget	-0.018050	0.247424	56	False
chr1	19954030	20103848	Antitarget	0.002646	0.263059	56	False
chr1	20103848	20253667	Antitarget	-0.024481	0.217038	56	False
chr1	20253667	20403485	Antitarget	0.048336	0.690627	56	True
chr1	20403485	20553304	Antitarget	-0.027282	0.236508	56	False
chr1	20553304	20703122	Antitarget	-0.041146	0.313561	56	True
chr1	20703122	20852941	Antitarget	-0.007401	0.272089	56	False
chr1	20852941	21002759	Antitarget	-0.012274	0.327431	56	True
chr1	21002759	21152578	Antitarget	0.084824	0.522218	56	True
chr1	21152578	21302396	Antitarget	-0.025583	0.303936	56	True
chr1	21302396	21452214	Antitarget	0.081719	0.573622	56	True
chr1	21452214	21602033	Antitarget	-0.001582	0.215591	56	False
chr1	21602033	21751851	Antitarget	0.015536	0.344029	56	True
chr1	21751851	21901670	Antitarget	-0.017175	0.275443	56	False
chr1	21901670	22051488	Antitarget	-0.010716	0.365242	56	True
chr1	22051488	22201307	Antitarget	0.076771	0.522244	56	True
chr1	22201307	22351125	Antitarget	0.065010	0.673392	56	True
chr1	22351125	22500944	Antitarget	0.164541	0.579314	56	True
chr1	22500944	22650762	Antitarget	-0.049112	0.297102	56	False
chr1	22650762	22800581	Antitarget	-0.016161	0.234245	56	False
chr1	22800581	22950399	Antitarget	-0.005903	0.267940	56	False
chr1	22950399	23100218	Antitarget	0.044259	0.528957	56	True
chr1	23100218	23250036	Antitarget	0.007842	0.537783	56	True
chr1	23250036	23399854	Antitarget	-0.017578	0.310183	56	True
chr1	23399854	23549673	Antitarget	-0.015597	0.298282	56	False
chr1	23549673	23699491	Antitarget	0.046513	0.503257	56	True
chr1	23699491	23849310	Antitarget	0.017239	0.444282	56	True
chr1	23849310	23999128	Antitarget	-0.000495	0.408696	56	True
chr1	23999128	24148947	Antitarget	-0.030308	0.239257	56	False
chr1	24148947	24298765	Antitarget	-0.023190	0.301372	56	True
chr1	24298765	24448584	Antitarget	0.062434	0.645672	56	True
chr1	24448584	24598402	Antitarget	0.013041	0.403891	56	True
chr1	24598402	24748221	Antitarget	-0.015245	0.437899	56	True
chr1	24748221	24898039	Antitarget	-0.003138	0.275807	56	False
chr1	24898039	25047857	Antitarget	0.053648	0.572652	56	True
chr1	25047857	25197676	Antitarget	-0.024245	0.212270	56	False
chr1	25197676	25347494	Antitarget	0.103094	0.857893	56	True
chr1	25347494	25497313	Antitarget	-0.005472	0.228252	56	False
chr1	25497313	25647131	Antitarget	-0.017939	0.164334	56	False
chr1	25647131	25796950	Antitarget	-0.007353	0.209470	56	False
chr1	25796950	25946768	Antitarget	-0.024670	0.256107	56	False
chr1	25946768	26096587	Antitarget	-0.017674	0.268825	56	False
chr1	26096587	26246405	Antitarget	0.044069	0.499578	56	True
chr1	26246405	26396224	Antitarget	-0.001788	0.362934	56	True
chr1	26396224	26546042	Antitarget	-0.037841	0.323278	56	True
chr1	26546042	26695861	Antitarget	-0.027062	0.257771	56	False
chr1	26696849	26697093	926537_53648240_ARID1A_Ex_1_1,926537_53648240_ARID1A_Ex_1_2,926537_53648240_ARID1A_Ex_1_3,926537_53648240_ARID1A_Ex_1_4,926537_53648240_ARID1A_Ex_1_5,926537_53648240_ARID1A_Ex_1_6,926537_53648240_ARID1A_Ex_1_7,926537_53648240_ARID1A_Ex_1_8,926537_53648240_ARID1A_Ex_1_9,926537_53648240_ARID1A_Ex_1_10,926537_53648240_ARID1A_Ex_1_11,926537_53648240_ARID1A_Ex_1_12,926537_53648240_ARID1A_Ex_1_13,926537_53648240_ARID1A_Ex_1_14,926537_53648240_ARID1A_Ex_1_15,926537_53648240_ARID1A_Ex_1_16,926537_53648240_ARID1A_Ex_1_17,926537_53648240_ARID1A_Ex_1_18,926537_53648240_ARID1A_Ex_1_19,926537_53648240_ARID1A_Ex_1_20,926537_53648240_ARID1A_Ex_1_21,926537_53648240_ARID1A_Ex_1_22,926537_53648240_ARID1A_Ex_1_23,926537_53648240_ARID1A_Ex_1_24,926537_53648240_ARID1A_Ex_1_25,926537_53648240_ARID1A_Ex_1_26,926537_53648240_ARID1A_Ex_1_27,926537_53648240_ARID1A_Ex_1_28,926537_53648240_ARID1A_Ex_1_29,926537_53648240_ARID1A_Ex_1_30,926537_53648240_ARID1A_Ex_1_31,926537_53648240_ARID1A_Ex_1_32,926537_53648240_ARID1A_Ex_1_33,926537_53648240_ARID1A_Ex_1_34,926537_53648240_ARID1A_Ex_1_35,926537_53648240_ARID1A_Ex_1_36,926537_53648240_ARID1A_Ex_1_37,926537_53648240_ARID1A_Ex_1_38,926537_53648240_ARID1A_Ex_1_39,926537_53648240_ARID1A_Ex_1_40,926537_53648240_ARID1A_Ex_1_41,926537_53648240_ARID1A_Ex_1_42,926537_53648240_ARID1A_Ex_1_43,926537_53648240_ARID1A_Ex_1_44,926537_53648240_ARID1A_Ex_1_45,926537_53648240_ARID1A_Ex_1_46,926537_53648240_ARID1A_Ex_1_47,926537_53648240_ARID1A_Ex_1_48,926537_53648240_ARID1A_Ex_1_49,926537_53648240_ARID1A_Ex_1_50,926537_53648240_ARID1A_Ex_1_51,926537_53648240_ARID1A_Ex_1_52,926537_53648240_ARID1A_Ex_1_53,926537_53648240_ARID1A_Ex_1_54,926537_53648240_ARID1A_Ex_1_55,926537_53648240_ARID1A_Ex_1_56	0.169312	0.695273	56	True
chr1	26697093	26697337	926537_53648240_ARID1A_Ex_1_1,926537_53648240_ARID1A_Ex_1_2,926537_53648240_ARID1A_Ex_1_3,926537_53648240_ARID1A_Ex_1_4,926537_53648240_ARID1A_Ex_1_5,926537_53648240_ARID1A_Ex_1_6,926537_53648240_ARID1A_Ex_1_7,926537_53648240_ARID1A_Ex_1_8,926537_53648240_ARID1A_Ex_1_9,926537_53648240_ARID1A_Ex_1_10,926537_53648240_ARID1A_Ex_1_11,926537_53648240_ARID1A_Ex_1_12,926537_53648240_ARID1A_Ex_1_13,926537_53648240_ARID1A_Ex_1_14,926537_53648240_ARID1A_Ex_1_15,926537_53648240_ARID1A_Ex_1_16,926537_53648240_ARID1A_Ex_1_17,926537_53648240_ARID1A_Ex_1_18,926537_53648240_ARID1A_Ex_1_19,926537_53648240_ARID1A_Ex_1_20,926537_53648240_ARID1A_Ex_1_21,926537_53648240_ARID1A_Ex_1_22,926537_53648240_ARID1A_Ex_1_23,926537_53648240_ARID1A_Ex_1_24,926537_53648240_ARID1A_Ex_1_25,926537_53648240_ARID1A_Ex_1_26,926537_53648240_ARID1A_Ex_1_27,926537_53648240_ARID1A_Ex_1_28,926537_53648240_ARID1A_Ex_1_29,926537_53648240_ARID1A_Ex_1_30,926537_53648240_ARID1A_Ex_1_31,926537_53648240_ARID1A_Ex_1_32,926537_53648240_ARID1A_Ex_1_33,926537_53648240_ARID1A_Ex_1_34,926537_53648240_ARID1A_Ex_1_35,926537_53648240_ARID1A_Ex_1_36,926537_53648240_ARID1A_Ex_1_37,926537_53648240_ARID1A_Ex_1_38,926537_53648240_ARID1A_Ex_1_39,926537_53648240_ARID1A_Ex_1_40,926537_53648240_ARID1A_Ex_1_41,926537_53648240_ARID1A_Ex_1_42,926537_53648240_ARID1A_Ex_1_43,926537_53648240_ARID1A_Ex_1_44,926537_53648240_ARID1A_Ex_1_45,926537_53648240_ARID1A_Ex_1_46,926537_53648240_ARID1A_Ex_1_47,926537_53648240_ARID1A_Ex_1_48,926537_53648240_ARID1A_Ex_1_49,926537_53648240_ARID1A_Ex_1_50,926537_53648240_ARID1A_Ex_1_51,926537_53648240_ARID1A_Ex_1_52,926537_53648240_ARID1A_Ex_1_53,926537_53648240_ARID1A_Ex_1_54,926537_53648240_ARID1A_Ex_1_55,926537_53648240_ARID1A_Ex_1_56	0.050586	0.819988	56	True
chr1	26697337	26697581	926537_53648240_ARID1A_Ex_1_1,926537_53648240_ARID1A_Ex_1_2,926537_53648240_ARID1A_Ex_1_3,926537_53648240_ARID1A_Ex_1_4,926537_53648240_ARID1A_Ex_1_5,926537_53648240_ARID1A_Ex_1_6,926537_53648240_ARID1A_Ex_1_7,926537_53648240_ARID1A_Ex_1_8,926537_53648240_ARID1A_Ex_1_9,926537_53648240_ARID1A_Ex_1_10,926537_53648240_ARID1A_Ex_1_11,926537_53648240_ARID1A_Ex_1_12,926537_53648240_ARID1A_Ex_1_13,926537_53648240_ARID1A_Ex_1_14,926537_53648240_ARID1A_Ex_1_15,926537_53648240_ARID1A_Ex_1_16,926537_53648240_ARID1A_Ex_1_17,926537_53648240_ARID1A_Ex_1_18,926537_53648240_ARID1A_Ex_1_19,926537_53648240_ARID1A_Ex_1_20,926537_53648240_ARID1A_Ex_1_21,926537_53648240_ARID1A_Ex_1_22,926537_53648240_ARID1A_Ex_1_23,926537_53648240_ARID1A_Ex_1_24,926537_53648240_ARID1A_Ex_1_25,926537_53648240_ARID1A_Ex_1_26,926537_53648240_ARID1A_Ex_1_27,926537_53648240_ARID1A_Ex_1_28,926537_53648240_ARID1A_Ex_1_29,926537_53648240_ARID1A_Ex_1_30,926537_53648240_ARID1A_Ex_1_31,926537_53648240_ARID1A_Ex_1_32,926537_53648240_ARID1A_Ex_1_33,926537_53648240_ARID1A_Ex_1_34,926537_53648240_ARID1A_Ex_1_35,926537_53648240_ARID1A_Ex_1_36,926537_53648240_ARID1A_Ex_1_37,926537_53648240_ARID1A_Ex_1_38,926537_53648240_ARID1A_Ex_1_39,926537_53648240_ARID1A_Ex_1_40,926537_53648240_ARID1A_Ex_1_41,926537_53648240_ARID1A_Ex_1_42,926537_53648240_ARID1A_Ex_1_43,926537_53648240_ARID1A_Ex_1_44,926537_53648240_ARID1A_Ex_1_45,926537_53648240_ARID1A_Ex_1_46,926537_53648240_ARID1A_Ex_1_47,926537_53648240_ARID1A_Ex_1_48,926537_53648240_ARID1A_Ex_1_49,926537_53648240_ARID1A_Ex_1_50,926537_53648240_ARID1A_Ex_1_51,926537_53648240_ARID1A_Ex_1_52,926537_53648240_ARID1A_Ex_1_53,926537_53648240_ARID1A_Ex_1_54,926537_53648240_ARID1A_Ex_1_55,926537_53648240_ARID1A_Ex_1_56	-0.007836	0.896258	56	True
chr1	26698081	26729141	Antitarget	0.000170	0.796859	56	True
chr1	26729641	26729881	Target=11;ProbeIdx=12;ARID1A_Ex_2,Target=11;ProbeIdx=24;ARID1A_Ex_2	0.205009	0.146133	56	False
chr1	26731142	26731402	Target=12;ProbeIdx=12;ARID1A_Ex_3,Target=12;ProbeIdx=24;ARID1A_Ex_3,Target=12;ProbeIdx=36;ARID1A_Ex_3,Target=3;ProbeIdx=5;ARID1A_Ex_3,Target=3;ProbeIdx=12;ARID1A_Ex_3,Target=3;ProbeIdx=17;ARID1A_Ex_3	-0.030279	0.210278	56	False
chr1	26731402	26731663	Target=12;ProbeIdx=12;ARID1A_Ex_3,Target=12;ProbeIdx=24;ARID1A_Ex_3,Target=12;ProbeIdx=36;ARID1A_Ex_3,Target=3;ProbeIdx=5;ARID1A_Ex_3,Target=3;ProbeIdx=12;ARID1A_Ex_3,Target=3;ProbeIdx=17;ARID1A_Ex_3	0.039555	0.146457	56	False
chr1	26732606	26732846	Target=13;ProbeIdx=6;ARID1A_Ex_4,Target=13;ProbeIdx=18;ARID1A_Ex_4	0.212629	0.135466	56	False
chr1	26733346	26760306	Antitarget	-0.011883	0.643802	56	True
chr1	26760806	26761166	Target=4;ProbeIdx=8;ARID1A_Ex_5,Target=4;ProbeIdx=12;ARID1A_Ex_5,Target=14;ProbeIdx=20;ARID1A_Ex_5,Target=14;ProbeIdx=32;ARID1A_Ex_5	-0.071612	0.218890	56	False
chr1	26761308	26761548	926535_53648085_ARID1A_Ex_6_1,926535_53648085_ARID1A_Ex_6_2,926535_53648085_ARID1A_Ex_6_3,926535_53648085_ARID1A_Ex_6_4,926535_53648085_ARID1A_Ex_6_5	-0.028465	0.140155	56	False
chr1	26762112	26762352	Target=16;ProbeIdx=9;ARID1A_Ex_7,Target=16;ProbeIdx=21;ARID1A_Ex_7	0.097876	0.280396	56	False
chr1	26762963	26763323	Target=17;ProbeIdx=12;ARID1A_Ex_8,Target=17;ProbeIdx=24;ARID1A_Ex_8,Target=17;ProbeIdx=36;ARID1A_Ex_8	0.267625	0.112508	56	False
chr1	26766171	26766411	Target=18;ProbeIdx=8;ARID1A_Ex_9,Target=18;ProbeIdx=20;ARID1A_Ex_9	-0.147275	0.212008	56	False
chr1	26766447	26766567	Target=19;ProbeIdx=12;ARID1A_Ex_10	0.076429	0.163748	56	False
chr1	26767780	26768020	Target=20;ProbeIdx=12;ARID1A_Ex_11,Target=20;ProbeIdx=24;ARID1A_Ex_11	0.143023	0.102616	56	False
chr1	26771089	26771329	Target=21;ProbeIdx=10;ARID1A_Ex_12,Target=21;ProbeIdx=22;ARID1A_Ex_12	0.155457	0.169604	56	False
chr1	26772460	26772700	Target=22;ProbeIdx=9;ARID1A_Ex_13,Target=22;ProbeIdx=21;ARID1A_Ex_13	0.073642	0.133321	56	False
chr1	26772782	26773022	Target=23;ProbeIdx=10;ARID1A_Ex_14,Target=23;ProbeIdx=22;ARID1A_Ex_14	0.067090	0.147123	56	False
chr1	26773306	26773533	Target=24;ProbeIdx=9;ARID1A_Ex_15,Target=24;ProbeIdx=21;ARID1A_Ex_15,Target=25;ProbeIdx=7;ARID1A_Ex_16,Target=25;ProbeIdx=19;ARID1A_Ex_16	0.133616	0.127202	56	False
chr1	26773533	26773760	Target=24;ProbeIdx=9;ARID1A_Ex_15,Target=24;ProbeIdx=21;ARID1A_Ex_15,Target=25;ProbeIdx=7;ARID1A_Ex_16,Target=25;ProbeIdx=19;ARID1A_Ex_16	-0.036316	0.141933	56	False
chr1	26773792	26773912	Target=26;ProbeIdx=12;ARID1A_Ex_17	0.370490	0.166608	56	False
chr1	26774279	26774519	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.086920	0.250332	56	False
chr1	26774519	26774759	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.013350	0.320349	56	True
chr1	26774759	26774999	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.055770	0.546897	56	True
chr1	26774999	26775239	Target=27;ProbeIdx=8;ARID1A_Ex_18,Target=27;ProbeIdx=20;ARID1A_Ex_18,Target=27;ProbeIdx=32;ARID1A_Ex_18,Target=27;ProbeIdx=44;ARID1A_Ex_18,Target=27;ProbeIdx=56;ARID1A_Ex_18,Target=5;ProbeIdx=3;ARID1A_Ex_18,Target=5;ProbeIdx=7;ARID1A_Ex_18,Target=5;ProbeIdx=15;ARID1A_Ex_18,Target=5;ProbeIdx=19;ARID1A_Ex_18,Target=27;ProbeIdx=80;ARID1A_Ex_18,Target=27;ProbeIdx=92;ARID1A_Ex_18	-0.030184	0.283781	56	False
chr1	26775497	26775737	Target=28;ProbeIdx=5;ARID1A_Ex_19,Target=28;ProbeIdx=17;ARID1A_Ex_19	0.136368	0.082188	56	False
chr1	26778993	26779250	Target=29;ProbeIdx=10;ARID1A_Ex_20,Target=29;ProbeIdx=22;ARID1A_Ex_20,Target=29;ProbeIdx=34;ARID1A_Ex_20,Target=29;ProbeIdx=46;ARID1A_Ex_20,Target=29;ProbeIdx=58;ARID1A_Ex_20,Target=29;ProbeIdx=70;ARID1A_Ex_20,Target=29;ProbeIdx=82;ARID1A_Ex_20,Target=29;ProbeIdx=94;ARID1A_Ex_20,Target=29;ProbeIdx=106;ARID1A_Ex_20,Target=29;ProbeIdx=118;ARID1A_Ex_20,Target=29;ProbeIdx=130;ARID1A_Ex_20,Target=29;ProbeIdx=142;ARID1A_Ex_20,Target=29;ProbeIdx=154;ARID1A_Ex_20,Target=29;ProbeIdx=166;ARID1A_Ex_20,Target=29;ProbeIdx=178;ARID1A_Ex_20	-0.066579	0.266417	56	False
